Facility_ID,Facility_Name,Facility_Type,Facility_Subtype,Indoor_Outdoor,Ownership_Type,Ownership_flag,address,google_type,google_latitude,google_longitude
339,Kennedy Community Hall,Leisure / Community Centres,General,Indoor,Public,,"8870 120 ST, SURREY, BC",ROOFTOP,49.1644079,-122.8900263
340,Canlan Ice Sports/Scotia Barn,Ice,2+ surfaces,Indoor,Private,,"6501 SPROTT ST, BURNABY, BC",ROOFTOP,49.2511125,-122.9694595
342,Kensington Park Rink,Ice,Single surface,Indoor,Public,,"6159 CURTIS ST, BURNABY, BC",ROOFTOP,49.2758578,-122.9739257
343,Bill Copeland Sports Centre,Ice,2+ surfaces,Indoor,Private,,"3676 KENSINGTON AVE, BURNABY, BC",ROOFTOP,49.25196510000001,-122.9654182
344,Burnaby Lake Arena,Ice,Single surface,Indoor,Public,,"3676 KENSINGTON AVE; BURNABY, BRITISH COLUMBIA",ROOFTOP,49.25196510000001,-122.9654182
345,C.G. Brown Memorial Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"3702 KENSINGTON AVE, BURNABY, BC",ROOFTOP,49.2505967,-122.9658123
348,Eileen Dailly Leisure Pool & Fitness Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"240 WILLINGDON AVE, BURNABY, BC",ROOFTOP,49.2832339,-123.002392
351,Bonsor Recreation Complex,Aquatics,25m pool with or without other pools,Indoor,Public,,"6550 BONSOR AVE, BURNABY, BC",ROOFTOP,49.2242567,-122.9967536
356,Confederation Park,Leisure / Community Centres,Seniors,Indoor,Public,,"4709 PANDORA ST, BURNABY, BC",GEOMETRIC_CENTER,49.2848109,-122.9991398
360,Cameron Recreation Complex,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"9523 CAMERON ST, BURNABY, BC",GEOMETRIC_CENTER,49.2538998,-122.8987337
364,BCIT Recreation Services,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"3700, WILLINGDON AVE, BURNABY, BC",ROOFTOP,49.2501606,-123.0009816
367,Burnaby Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Both,,"3890 KENSINGTON AVE, BURNABY, BC",ROOFTOP,49.2495242,-122.966057
368,Wesburn Community Centre,Leisure / Community Centres,General,Indoor,Public,,"4781 PARKWOOD AVE, BURNABY, BC",GEOMETRIC_CENTER,49.2418704,-123.0120671
369,Willingdon Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1491 CARLETON AVE, BURNABY, BC",GEOMETRIC_CENTER,49.2728903,-123.0127584
372,Confederation Community Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"4585 ALBERT ST, BURNABY, BC",ROOFTOP,49.2823107,-123.0012576
374,Brentwood Community Resource Centre,Leisure / Community Centres,General,Indoor,Public,,"2055 ROSSER AVE, BURNABY, BC",ROOFTOP,49.2661932,-123.0063858
375,Edmonds Community Centre,Leisure / Community Centres,General,Indoor,Public,,"7433 EDMONDS ST, BURNABY, BC",ROOFTOP,49.2209489,-122.9481954
381,Bonsor 55+ Seniors Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"6533 NELSON AVE, BURNABY, BC",ROOFTOP,49.2242723,-122.9947027
382,Burnaby Community Services,Leisure / Community Centres,General,Indoor,Public,,"2055 ROSSER AVE, BURNABY, BC",ROOFTOP,49.2661932,-123.0063858
383,Charles Rummel Centre,Leisure / Community Centres,General,Indoor,Public,,"3630 LOZELLS AVE, BURNABY, BC",ROOFTOP,49.2522359,-122.9414669
384,Scandinavian Community Centre,Leisure / Community Centres,General,Indoor,Public,,"6540 THOMAS ST, BURNABY, BC",ROOFTOP,49.24777539999999,-122.9679835
385,Burnaby Winter Club,Ice,2+ surfaces,Indoor,Public,1.0,"4990 CANADA WAY, BURNABY, BC",ROOFTOP,49.2431362,-122.9691591
386,Dynamo Swim Club,Aquatics,25m pool with or without other pools,Indoor,Private,,"3702 KENSINGTON AVE, BURNABY, BC",ROOFTOP,49.2505967,-122.9658123
387,Creekside Youth Centre,Leisure / Community Centres,Youth,Indoor,Public,,"2720 BEAVERBROOK CRESCENT, BURNABY, BC",ROOFTOP,49.2595361,-122.9029453
390,Greentree Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"4295 GARDEN GROVE DR, BURNABY, BC",ROOFTOP,49.245903,-122.997226
393,Vancouver Madinah,Leisure / Community Centres,General,Indoor,Public,,"5757 BERESFORD ST, BURNABY, BC",ROOFTOP,49.2187231,-122.9795815
394,South Burnaby Neighbourhood House,Leisure / Community Centres,General,Indoor,Public,,"4460 BERESFORD ST, BURNABY, BC",ROOFTOP,49.2253401,-123.0042517
395,Richmond Ice Centre,Ice,2+ surfaces,Indoor,Public,,"14140 TRIANGLE RD, RICHMOND, BC",ROOFTOP,49.1361826,-123.0666353
396,Richmond Curling Centre,Ice,Curling,Indoor,Private,,"5540 HOLLYBRIDGE WAY, RICHMOND, BC",ROOFTOP,49.17430700000001,-123.146282
397,South Arm Community Centre,Leisure / Community Centres,General,Both,Public,,"8880 WILLIAMS RD, RICHMOND, BC",ROOFTOP,49.14031259999999,-123.1277383
400,Steveston Community Centre,Leisure / Community Centres,General,Both,Public,,"4111 MONCTON STREET, RICHMOND, BC",ROOFTOP,49.1254527,-123.1786576
405,City Centre Community Centre,Leisure / Community Centres,General,Indoor,Public,,"5900 MINORU BLVD #105, RICHMOND, BC",,0.0,0.0
407,Lang Centre,Leisure / Community Centres,General,Indoor,Public,,"8279 SABA RD SUITE 140, RICHMOND, BC",ROOFTOP,49.1690744,-123.1327236
408,Vancouver International Tennis Academy,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,,"11111 HORSESHOE WAY, RICHMOND, BC",ROOFTOP,49.1314649,-123.0937797
413,Richmond Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Both,,"6820 GILBERT RD, RICHMOND, BC",ROOFTOP,49.164153,-123.147119
414,Minoru Aquatic Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"7560 MINORU GATE, RICHMOND, BC",ROOFTOP,49.1633671,-123.1420191
417,Minoru Centre for Active Living,Leisure / Community Centres,Seniors,Indoor,Public,,"7191 GRANVILLE AVE, RICHMOND, BC",ROOFTOP,49.163231,-123.1450486
419,Minoru Arenas,Ice,2+ surfaces,Indoor,Public,,"7551 MINORU GATE, RICHMOND, BC",ROOFTOP,49.1640874,-123.142556
420,Thompson Community Centre,Leisure / Community Centres,General,Indoor,Public,,"5151 GRANVILLE AVE, RICHMOND, BC",ROOFTOP,49.16334519999999,-123.1655535
423,Cambie Community Centre,Leisure / Community Centres,General,Indoor,Public,,"12800 CAMBIE RD, RICHMOND, BC",ROOFTOP,49.1837264,-123.0816757
426,Hamilton Community Centre,Leisure / Community Centres,General,Indoor,Public,,"5140 SMITH DR, RICHMOND, BC",ROOFTOP,49.175919,-122.965356
428,Shia Muslim Community Centre,Leisure / Community Centres,General,Indoor,Public,,"8580 NO 5 RD, RICHMOND, BC",ROOFTOP,49.1508917,-123.0905354
429,Richmond Olympic Oval,Ice,2+ surfaces,Indoor,Public,,"6111 RIVER RD, RICHMOND, BC",ROOFTOP,49.1747431,-123.1515448
434,Watermania,Aquatics,50m+ pool with or without other pools,Indoor,Public,,"14300 ENTERTAINMENT BLVD, RICHMOND, BC",ROOFTOP,49.1358937,-123.0631315
438,Marina's Swim School ,Aquatics,25m pool with or without other pools,Indoor,Public,1.0,"1751 SAVAGE RD, RICHMOND, BC",ROOFTOP,49.2014294,-123.0605251
439,West Richmond Community Centre,Leisure / Community Centres,General,Indoor,Public,,"9180 NO 1 RD, RICHMOND, BC",ROOFTOP,49.14625230000001,-123.1783566
443,Sea Island Community Centre,Leisure / Community Centres,General,Indoor,Public,,"7140 MILLER RD, RICHMOND, BC",ROOFTOP,49.1916933,-123.1444712
445,Badminton Vancouver,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,1.0,"110-13100 MITCHELL RD, RICHMOND, BC",GEOMETRIC_CENTER,49.2050315,-123.0803092
446,Stage 18 Badminton Centre,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,1.0,"2351 NO 6 RD #170, RICHMOND, BC",,0.0,0.0
447,Richmond Pro Badminton Centre,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,"5800 MINORU BLVD #130, RICHMOND, BC",,0.0,0.0
448,Poirier Sport & Leisure Complex,Ice,Single surface,Indoor,Public,,"633 POIRIER ST, COQUITLAM, BC",ROOFTOP,49.2547132,-122.8462243
453,Smiling Creek Activity Centre,Leisure / Community Centres,General,Indoor,Public,,"3456 PRINCETON AVE, COQUITLAM, BC",ROOFTOP,49.2980668,-122.7503512
455,City Centre Aquatic Complex,Aquatics,50m+ pool with or without other pools,Indoor,Public,,"1210 PINETREE WAY, COQUITLAM, BC",ROOFTOP,49.28601,-122.793331
459,Planet Ice ,Ice,2+ surfaces,Indoor,Public,,"2300 ROCKET WAY, COQUITLAM, BC",ROOFTOP,49.230809,-122.82803
461,Centennial Activity Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"578 POIRIER ST, COQUITLAM, BC",ROOFTOP,49.2526723,-122.8469517
463,Place Maillardville Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1200 CARTIER AVE #1200, COQUITLAM, BC",,0.0,0.0
464,Poirier Community Centre,Leisure / Community Centres,General,Indoor,Public,,"630 POIRIER ST, COQUITLAM, BC",ROOFTOP,49.2546494,-122.8472666
466,Glen Pine Pavilion,Leisure / Community Centres,General,Indoor,Public,,"1200 GLEN PINE COURT, COQUITLAM, BC",ROOFTOP,49.283191,-122.7950109
468,West Coast Swim School,Aquatics,25m pool with or without other pools,Indoor,Public,,"631 LOUGHEED HWY, COQUITLAM, BC",ROOFTOP,49.2423599,-122.8845004
469,Dogwood Pavilion,Leisure / Community Centres,General,Indoor,Public,,"1655 WINSLOW AVE, COQUITLAM, BC",ROOFTOP,49.2542081,-122.8471909
470,Chimo Aquatic and Fitness Centre,Aquatics,25m pool with or without other pools,Indoor,Public,1.0,633 POIRIER ST,RANGE_INTERPOLATED,37.8470933,-122.2655782
474,Summit Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1450 PARKWAY BLVD, COQUITLAM, BC",ROOFTOP,49.29550099999999,-122.8064909
476,Pinetree Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1260 PINETREE WAY, COQUITLAM, BC",ROOFTOP,49.28944629999999,-122.7916051
479,Canlan Ice Sports,Ice,2+ surfaces,Indoor,Private,,"5700 LANGLEY BYPASS, LANGLEY CITY, BC",ROOFTOP,49.10607599999999,-122.6416954
480,Walnut Grove Community Centre,Aquatics,50m+ pool with or without other pools,Indoor,Public,,"8889 WALNUT GROVE DR, LANGLEY TWP, BC",ROOFTOP,49.16366,-122.6414125
484,Aldergrove Kinsmen Community Centre,Leisure / Community Centres,General,Indoor,Public,,"26770 29 AVE, LANGLEY TWP, BC",ROOFTOP,49.055212,-122.482885
485,Aldergrove Credit Union Community Centre,Ice,Single surface,Indoor,Public,,"27032 FRASER HWY, ALDERGROVE, BC",ROOFTOP,49.05793389999999,-122.4748936
487,Tilbury Ice,Ice,Single surface,Indoor,Public,,"7187 VANTAGE WAY, DELTA, BC",ROOFTOP,49.1360009,-123.0256449
488,Delta Thistle Curling Club,Ice,Curling,Indoor,Public,,"11415 84 AVE, DELTA, BC",ROOFTOP,49.1570784,-122.9059379
489,Great Pacific Forum Planet Ice Delta,Ice,2+ surfaces,Indoor,Public,,"10388 NORDEL CT, DELTA, BC",ROOFTOP,49.1486494,-122.9363338
490,North Delta Recreation Centre,Ice,2+ surfaces,Indoor,Public,,"11415 84 AVE, DELTA, BC",ROOFTOP,49.1570784,-122.9059379
494,Sungod Recreation Centre,Ice,Single surface,Indoor,Public,,"7815 112 ST, DELTA, BC",ROOFTOP,49.14562300000001,-122.9125991
499,Tunnel Town Curling Club,Ice,Curling,Indoor,Both,,"1720 56 ST, DELTA, BC",GEOMETRIC_CENTER,49.0364845,-123.066995
500,Sunshine Hills Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,,"6748 CARNCROSS CRESCENT, DELTA, BC",GEOMETRIC_CENTER,49.1248596,-122.9125219
501,Boys & Girls Clubs of South Coast BC,Leisure / Community Centres,Youth,Indoor,Public,,"11339 84 AVE, DELTA, BC",ROOFTOP,49.1563369,-122.9086057
502,Ladner Community Centre,Leisure / Community Centres,General,Indoor,Public,,"4734 51 ST, DELTA, BC",ROOFTOP,49.0890075,-123.082069
504,Ladner Leisure Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"4600 CLARENCE TAYLOR CRESCENT, DELTA, BC",ROOFTOP,49.0863379,-123.0583521
509,Winskill Aquatic and Fitness Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"5575 9 AVE, DELTA, BC",ROOFTOP,49.0199726,-123.0709939
512,South Delta Recreation Centre,Ice,Single surface,Indoor,Public,,"1720 56 ST, DELTA, BC",GEOMETRIC_CENTER,49.0364845,-123.066995
515,McKee Senior's Recreation Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"5155 47 AVE, DELTA, BC",ROOFTOP,49.0885322,-123.0812093
517,Delbrook Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"851 W QUEENS RD, NORTH VANCOUVER, BC",ROOFTOP,49.3361121,-123.0918966
523,North Shore Winter Club,Ice,2+ surfaces,Indoor,Private,,"1325 KEITH RD E, NORTH VANCOUVER, BC",ROOFTOP,49.3114336,-123.0373038
526,Seylynn Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"625 MOUNTAIN HWY, NORTH VANCOUVER, BC",ROOFTOP,49.311854,-123.0328828
528,John Braithwaite Community Centre,Leisure / Community Centres,General,Indoor,Public,,"145 W 1ST ST, NORTH VANCOUVER, BC",ROOFTOP,49.312323,-123.0808707
533,Harry Jerome Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"123 23RD ST E, NORTH VANCOUVER, BC",ROOFTOP,49.3298116,-123.0709021
537,Chief Joe Mathias Centre,Leisure / Community Centres,General,Indoor,Public,,"100 LOWER CAPILANO RD, NORTH VANCOUVER, BC",ROOFTOP,49.3178109,-123.1243153
538,Mickey McDougall Community Recreation Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"240 23RD ST E, NORTH VANCOUVER, BC",ROOFTOP,49.3307005,-123.0674157
540,Karen Magnussen Community Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"2300 KIRKSTONE RD, NORTH VANCOUVER, BC",ROOFTOP,49.3306856,-123.0459827
542,Ron Andrews Community Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"931 LYTTON ST, NORTH VANCOUVER, BC",ROOFTOP,49.3139524,-123.000767
545,Lynn Valley Community Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"3590 MOUNTAIN HWY, NORTH VANCOUVER, BC",ROOFTOP,49.341232,-123.0377061
546,Parkgate Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"3625 BANFF CT, NORTH VANCOUVER, BC",ROOFTOP,49.3178742,-122.9708249
549,North Vancouver Tennis Centre,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,"280 LLOYD AVE, NORTH VANCOUVER, BC",ROOFTOP,49.31975,-123.104425
550,Capilano Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,,"2500 CAPILANO RD, NORTH VANCOUVER, BC",GEOMETRIC_CENTER,49.3332128,-123.1163478
551,North Shore Neighbourhood House,Leisure / Community Centres,General,Indoor,Public,,"225 2ND ST E, NORTH VANCOUVER, BC",ROOFTOP,49.3107815,-123.0739512
553,Tsleil-Waututh Cultural and Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"3010 SLEIL WAUTUTH RD, NORTH VANCOUVER, BC",ROOFTOP,49.3095642,-122.9884235
555,LVSS at Mollie NYE House,Leisure / Community Centres,General,Indoor,Public,1.0,"940 LYNN VALLEY RD, NORTH VANCOUVER, BC",ROOFTOP,49.332007,-123.0482245
556,Memorial Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"123 EAST 23RD STREET, NORTH VANCOUVER, BC",ROOFTOP,49.3298116,-123.0709021
558,Golden Ears Winter Club,Ice,Curling,Indoor,Private,,"23580 105 AVE, MAPLE RIDGE, BC",ROOFTOP,49.194551,-122.566611
559,Planet Ice - Maple Ridge,Ice,2+ surfaces,Indoor,Public,,"23588 105 AVE, MAPLE RIDGE, BC",ROOFTOP,49.193836,-122.5658851
560,CEED Centre Society,Leisure / Community Centres,General,Indoor,Public,1.0,"11739 223 ST, MAPLE RIDGE, BC",ROOFTOP,49.215304,-122.6048391
561,Greg Moore Youth Centre,Leisure / Community Centres,Youth,Indoor,Public,,"11925 HANEY PL, MAPLE RIDGE, BC",ROOFTOP,49.2186487,-122.6002057
562,Maple Ridge Leisure Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"11925 HANEY PL, MAPLE RIDGE, BC",ROOFTOP,49.2186487,-122.6002057
567,Ruskin Community Hall,Leisure / Community Centres,General,Indoor,Public,1.0,"28395 96 AVE, MAPLE RIDGE, BC",ROOFTOP,49.1769547,-122.4347808
568,Thornhill Community Hall,Leisure / Community Centres,General,Indoor,Public,,"26007 98 AVE, MAPLE RIDGE, BC",ROOFTOP,49.180993,-122.500908
569,Maple Ridge Seniors Activity Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"12150 224 ST, MAPLE RIDGE, BC",ROOFTOP,49.2233331,-122.6002128
570,Queen's Park Arena,Ice,Single surface,Indoor,Private,,"1ST ST &, 3RD AVE, NEW WESTMINSTER, BC",ROOFTOP,36.307721,-95.302866
572,Moody Park Arena,Ice,Single surface,Indoor,Public,,"701 8TH AVE, NEW WESTMINSTER, BC",ROOFTOP,49.215566,-122.926201
573,Canada Games Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"65 E SIXTH AVE, NEW WESTMINSTER, BC",GEOMETRIC_CENTER,49.22149479999999,-122.9069159
575,Centennial Community Centre,Leisure / Community Centres,General,Indoor,Public,,"65 E SIXTH AVE, NEW WESTMINSTER, BC",GEOMETRIC_CENTER,49.22149479999999,-122.9069159
577,Century House,Leisure / Community Centres,Seniors,Indoor,Public,,"620 8TH ST, NEW WESTMINSTER, BC",ROOFTOP,49.21171589999999,-122.9261096
579,Queensborough Community Centre,Leisure / Community Centres,General,Indoor,Public,,"920 EWEN AVE, NEW WESTMINSTER, BC",ROOFTOP,49.185932,-122.9435259
581,Royal City Curling Club,Ice,Curling,Indoor,Public,1.0,"75 6 AVE E, NEW WESTMINSTER, BC",ROOFTOP,49.221686,-122.905832
582,New West Youth Centre,Leisure / Community Centres,Youth,Indoor,Public,,"620 8TH ST, NEW WESTMINSTER, BC",ROOFTOP,49.21171589999999,-122.9261096
584,New Westminster Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,,"305 ROYAL AVE, NEW WESTMINSTER, BC",ROOFTOP,49.2081159,-122.9081896
585,Port Coquitlam Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2150 WILSON AVE, PORT COQUITLAM, BC",ROOFTOP,49.2598603,-122.7767353
590,Hyde Creek Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"1379 LAURIER AVE, PORT COQUITLAM, BC",ROOFTOP,49.275501,-122.7509744
595,Shuttlesport Badminton Academy,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,"550 SHERLING PL #1120, PORT COQUITLAM, BC",,0.0,0.0
596,Ice Arena - West Vancouver,Ice,Single surface,Indoor,Public,,"786 22ND ST, WEST VANCOUVER, BC",ROOFTOP,49.3320701,-123.1703291
597,Hollyburn Country Club,Ice,2+ surfaces,Indoor,Private,,"950 CROSS CREEK ROAD, WEST VANCOUVER, BC",GEOMETRIC_CENTER,49.34375559999999,-123.1437861
602,West Vancouver Aquatic Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"2121 MARINE DR, WEST VANCOUVER, BC",ROOFTOP,49.3314067,-123.1703167
605,West Vancouver Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2121 MARINE DR, WEST VANCOUVER, BC",ROOFTOP,49.3314067,-123.1703167
608,Gleneagles Community Centre,Leisure / Community Centres,General,Indoor,Public,,"6262 MARINE DR, WEST VANCOUVER, BC",ROOFTOP,49.3640177,-123.2777929
611,West Vancouver Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,,"821 21ST ST, WEST VANCOUVER, BC",ROOFTOP,49.3321114,-123.16832
612,Seniors' Activity Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"695 21ST ST, WEST VANCOUVER, BC",ROOFTOP,49.3309479,-123.1688452
613,Evergreen Squash Club,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,"315 KLAHANIE COURT, WEST VANCOUVER, BC",ROOFTOP,49.3263489,-123.124807
615,Port Moody Recreation Complex & Weight Room,Ice,Curling,Indoor,Public,,"300 IOCO RD, PORT MOODY, BC",GEOMETRIC_CENTER,49.2833853,-122.8314168
620,Glenayre Community Centre,Leisure / Community Centres,General,Indoor,Public,,"492 GLENCOE DR, PORT MOODY, BC",ROOFTOP,49.2747839,-122.8875771
621,Kyle Centre,Leisure / Community Centres,General,Indoor,Public,,"125 KYLE ST, PORT MOODY, BC",ROOFTOP,49.27597189999999,-122.8575604
622,Heritage Mountain Community Centre,Leisure / Community Centres,General,Indoor,Public,,"200 PANORAMA PL, PORT MOODY, BC",ROOFTOP,49.3017444,-122.8301661
623,Langley Curling Club ,Ice,Curling,Indoor,Private,,"20699 42 AVE, LANGLEY CITY, BC",ROOFTOP,49.0788972,-122.6517063
624,Langley Figure Skating Club,Ice,Single surface,Indoor,Private,,"20699 42 AVE, LANGLEY CITY, BC",ROOFTOP,49.0788972,-122.6517063
625,Langley Sportsplex,Ice,Single surface,Indoor,Public,1.0,"20165 91A AVE #100, LANGLEY CITY, BC",,0.0,0.0
627,National Hockey Training Centre,Ice,Single surface,Indoor,Public,1.0,"20740 MUFFORD CRESCENT #110, LANGLEY CITY, BC",,0.0,0.0
628,Douglas Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"20550 DOUGLAS CRESCENT, LANGLEY CITY, BC",ROOFTOP,49.1024149,-122.652825
629,Willowbrook Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"20338 65 AVE, LANGLEY CITY, BC",ROOFTOP,49.1203699,-122.6592704
630,Willoughby Community Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"7888 200 ST, LANGLEY CITY, BC",ROOFTOP,49.1460046,-122.6662583
631,W.C. Blair Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"22200 FRASER HWY, LANGLEY CITY, BC",ROOFTOP,49.0912268,-122.609776
