Facility_ID,Facility_Name,Facility_Type,Facility_Subtype,Indoor_Outdoor,Ownership_Type,Ownership_flag,address,google_type,google_latitude,google_longitude
3244,Southwold Keystone Complex,Leisure / Community Centres,General,Indoor,Public,,"35921 TALBOT LINE, SHEDDEN, ON",ROOFTOP,42.74117820000001,-81.3431394
3245,Adelaide Metcalfe Township Hall,Leisure / Community Centres,General,Indoor,Public,,"2340 EGREMONT DR, STRATHROY, ON",ROOFTOP,43.0046803,-81.70480649999999
3246,Campus Ice Centre,Ice,Single surface,Indoor,Public,1.0,"2200 SIMCOE ST N, OSHAWA, ON",ROOFTOP,43.9506598,-78.8982489
3251,South Oshawa Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1455 CEDAR ST, OSHAWA, ON",ROOFTOP,43.8595567,-78.8464925
3256,Harmony Creek Community Centre,Leisure / Community Centres,General,Indoor,Public,,"15 HARMONY RD N, OSHAWA, ON",ROOFTOP,43.9050972,-78.8340638
3258,Harman Park Arena,Ice,2+ surfaces,Indoor,Public,,"829 DOUGLAS ST, OSHAWA, ON",ROOFTOP,43.8773963,-78.845969
3260,Columbus Community Centre,Leisure / Community Centres,General,Indoor,Public,,"3265 SIMCOE ST N, OSHAWA, ON",ROOFTOP,43.98090140000001,-78.9102932
3261,Lake Vista Community Centre,Leisure / Community Centres,General,Indoor,Public,,"450 EMERALD AVE, OSHAWA, ON",ROOFTOP,43.8619193,-78.8490872
3262,Southmead Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"103 KAWARTHA AVE, OSHAWA, ON",ROOFTOP,43.86752200000001,-78.836483
3263,Connaught Community Centre,Leisure / Community Centres,General,Indoor,Public,,"435 JARVIS ST, OSHAWA, ON",ROOFTOP,43.9108593,-78.86314569999999
3264,Storie Community Centre,Leisure / Community Centres,General,Indoor,Public,,"101 MILL ST, OSHAWA, ON",ROOFTOP,43.8829658,-78.861548
3265,Northview Community Centre,Leisure / Community Centres,General,Indoor,Public,,"150 BEATRICE ST E, OSHAWA, ON",ROOFTOP,43.92990169999999,-78.8701317
3268,Bathe Community Centre,Leisure / Community Centres,General,Indoor,Public,,"298 EULALIE ST, OSHAWA, ON",ROOFTOP,43.8963538,-78.85076169999999
3269,MacKenzie Park Clubhouse,Leisure / Community Centres,General,Indoor,Public,,"1234 MACKENZIE AVE, OSHAWA, ON",ROOFTOP,43.9027487,-78.81673959999999
3270,Thornton/Dundee Community Centre,Leisure / Community Centres,General,Indoor,Public,,"210 THORNTON RD, OSHAWA, ON",ROOFTOP,43.8962937,-78.8965984
3271,Valleyview Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"81 GLADSTONE AVE, OSHAWA, ON",ROOFTOP,43.8983189,-78.87186899999999
3272,Woodview Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"151 CADILLAC AVE N, OSHAWA, ON",ROOFTOP,43.9059879,-78.8476609
3274,Glen Stewart Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"201 CABOT ST, OSHAWA, ON",ROOFTOP,43.88811219999999,-78.8840281
3275,Kingside Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"537 TENNYSON AVE, OSHAWA, ON",ROOFTOP,43.8881073,-78.8361616
3276,Civic Recreation Complex,Aquatics,25m pool with or without other pools,Indoor,Public,,"99 THORNTON RD S, OSHAWA, ON",ROOFTOP,43.8878757,-78.8908064
3286,Children's Arena,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"155 ARENA ST, OSHAWA ON",ROOFTOP,43.9004328,-78.87232259999999
3287,Delpark Homes Centre,Leisure / Community Centres,General,Indoor,Public,,"1661 HARMONY RD N, OSHAWA, ON",ROOFTOP,43.9485111,-78.8511813
3293,Donevan Recreation Complex,Ice,Single surface,Indoor,Public,,"171 HARMONY RD S, OSHAWA, ON",ROOFTOP,43.9000058,-78.8305664
3297,Tribute Communities Centre,Ice,2+ surfaces,Indoor,Public,1.0,"99 ATHOL ST E, OSHAWA, ON",ROOFTOP,43.896888,-78.85903600000002
3298,Oshawa YMCA,Aquatics,25m pool with or without other pools,Indoor,Public,,"99 MARY ST N, OSHAWA, ON",ROOFTOP,43.900516,-78.86117759999999
3302,Durham Indoor Soccer Centre,Physical Recreation & Sports,Sport fields,Both,Public,1.0,"1255 TERWILLEGAR AVE, OSHAWA, ON",ROOFTOP,43.8561196,-78.8751968
3303,Fernhill Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"144 FERNHILL BLVD, OSHAWA, ON",ROOFTOP,43.89754079999999,-78.88292609999999
3304,Oshawa Senior Community Centres,Leisure / Community Centres,Seniors,Indoor,Public,,"43 JOHN ST W, OSHAWA, ON",ROOFTOP,43.8934789,-78.8634332
3305,Oshawa Golf & Curling Club,Ice,Curling,Indoor,Private,,"160 ALEXANDRA ST, OSHAWA",ROOFTOP,43.9062306,-78.874217
3306,Kedron Dells Golf Club,Leisure / Community Centres,General,Indoor,Private,,"2400 RITSON ROAD NORTH, OSHAWA, ON",ROOFTOP,43.9627953,-78.88127279999999
3307,Harmony Creek Golf Centre,Leisure / Community Centres,General,Indoor,Private,,,,,
3308,Oshawa Curling Club,Ice,Curling,Indoor,Private,,"226 BOND ST E, OSHAWA, ON",ROOFTOP,43.9006841,-78.8557338
3309,Arts Resource Centre,Leisure / Community Centres,General,Indoor,Public,,"45 QUEEN ST., OSHAWA, ON",ROOFTOP,43.89597699999999,-78.8663522
3310,Harman/Cordova Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"799 DOUGLAS ST, OSHAWA, ON",ROOFTOP,43.878056,-78.84584199999999
3311,North Oshawa Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"1139 MARY ST N, OSHAWA, ON",ROOFTOP,43.9283034,-78.87349449999999
3312,McKinney Centre,Ice,2+ surfaces,Indoor,Public,,"222 MCKINNEY DR, WHITBY, ON",ROOFTOP,43.9207006,-78.9551627
3314,Luther Vipond Brooklin Memorial Arena,Ice,Single surface,Indoor,Public,,"67 WINCHESTER RD, WHITBY, ON",ROOFTOP,43.954395,-78.95456899999999
3315,Iroquois Park Sports Centre,Ice,2+ surfaces,Indoor,Public,,"500 VICTORIA ST W, WHITBY, ON",ROOFTOP,43.86232320000001,-78.9431433
3321,Whitby Civic Recreation Complex,Aquatics,25m pool with or without other pools,Indoor,Public,,"555 ROSSLAND RD E, WHITBY, ON",ROOFTOP,43.8975625,-78.9453529
3323,Brooklin Community Centre,Leisure / Community Centres,General,Indoor,Public,,"45 CASSELS RD E, WHITBY, ON",ROOFTOP,43.9567628,-78.9567976
3324,Brooklin Community Centre & Library,Leisure / Community Centres,General,Indoor,Public,,"8 VIPOND RD, WHITBY, ON",ROOFTOP,43.9577734,-78.9633482
3326,Lakeridge Links & Whispering Ridge,Leisure / Community Centres,General,Indoor,Private,,"1355 BRAWLEY RD., BROOKLIN, ON",ROOFTOP,43.97647389999999,-79.0198697
3327,Sunrise Youth Group,Leisure / Community Centres,Youth,Indoor,Public,,"1621 MCEWEN DR, WHITBY, ON",GEOMETRIC_CENTER,43.8569405,-78.8971732
3328,Whitby Curling Club,Ice,Curling,Indoor,Private,,"815 BROCK ST N, WHITBY, ON",ROOFTOP,43.890393,-78.94555299999999
3329,West Newcastle Memorial Arena,Ice,Single surface,Indoor,Public,1.0,"103 CAROLINE ST W, NEWCASTLE, ON",ROOFTOP,43.9144943,-78.5899015
3330,Alan Strike Aquatic and Squash Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"49 LIBERTY ST N, BOWMANVILLE, ON",ROOFTOP,43.9153003,-78.6797608
3332,Courtice Community Complex,Aquatics,25m pool with or without other pools,Indoor,Public,,"2950 COURTICE RD N, COURTICE, ON",ROOFTOP,43.9132213,-78.7824187
3335,Diane Hamre Recreation Complex,Aquatics,25m pool with or without other pools,Indoor,Public,,"1780 RUDELL RD, NEWCASTLE, ON",ROOFTOP,43.9123314,-78.60097630000001
3339,Darlington Sports Centre,Ice,Single surface,Indoor,Public,,"2276 TAUNTON RD, HAMPTON, ON",ROOFTOP,43.9642176,-78.7455174
3340,Garnet B. Rickard Recreation Complex,Leisure / Community Centres,General,Indoor,Public,,"2440 HIGHWAY 2, BOWMANVILLE, ON",ROOFTOP,43.91211149999999,-78.7038626
3342,South Courtice Arena,Leisure / Community Centres,General,Indoor,Public,,"1595 PRESTONVALE RD, COURTICE, ON",ROOFTOP,43.8876492,-78.792776
3345,Bowmanville Indoor Soccer/Lacrosse Bowl,Physical Recreation & Sports,Sport fields,Both,Public,,"2375 BASELINE RD, BOWMANVILLE, ON",ROOFTOP,43.8931657,-78.70076159999999
3346,West Orono Arena and Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2 PRINCESS ST, ORONO, ON",ROOFTOP,43.975295,-78.611857
3348,Bowmanville Older Adult Association,Leisure / Community Centres,Seniors,Indoor,Public,1.0,"26 BEECH AVE, BOWMANVILLE, ON",ROOFTOP,43.9160476,-78.68760340000001
3350,Newcastle Golf and Country Club,Leisure / Community Centres,General,Indoor,Private,,"2429 GOLF COURSE ROAD, NEWCASTLE, ON",ROOFTOP,43.9348646,-78.5563444
3351,Bowmanville Golf and Country Club,Leisure / Community Centres,General,Indoor,Private,,"3845 MIDDLE ROAD NORTH BOWMANVILLE, ON",ROOFTOP,43.9502016,-78.70408189999999
3352,Ashburn Community Centre,Leisure / Community Centres,General,Indoor,Public,,"780 MYRTLE ROAD WEST RR 1 ASHBURN, ON",ROOFTOP,44.001349,-78.99921119999999
3353,Centennial Building,Leisure / Community Centres,General,Indoor,Public,,"416 CENTRE STREET SOUTH WHITBY, ON",ROOFTOP,43.8754527,-78.94354109999999
3354,Heydenshore Pavilion,Leisure / Community Centres,General,Indoor,Public,,"589 WATER STREET WHITBY, ON",ROOFTOP,43.8498159,-78.921234
3355,Bell Centennial Arena,Ice,Single surface,Indoor,Public,,"50 CASSIDY RD, OTTAWA, ON",ROOFTOP,45.324664,-75.8110071
3357,Belltown Dome,Ice,Single surface,Indoor,Public,,"2915 HAUGHTON AVE, OTTAWA, ON",ROOFTOP,45.3601709,-75.803968
3359,Bernard-Grandmaitre Arena,Ice,Single surface,Indoor,Public,,"309 MCARTHUR RD, OTTAWA, ON",ROOFTOP,45.4328736,-75.65551959999999
3361,Blackburn Arena,Ice,Single surface,Indoor,Public,,"200 GLEN PARK DR, OTTAWA, ON",ROOFTOP,45.4304628,-75.56303369999999
3363,Bob MacQuarrie Recreation Complex - Orleans,Ice,2+ surfaces,Indoor,Public,,"1490 YOUVILLE DR, OTTAWA, ON",ROOFTOP,45.4661876,-75.5449273
3369,Brewer Pool and Arena,Ice,2+ surfaces,Both,Public,,"100 BREWER WAY, OTTAWA, ON",ROOFTOP,45.3893698,-75.691796
3372,Canterbury Recreation Complex,Leisure / Community Centres,General,Indoor,Public,,"2185 ARCH ST, OTTAWA, ON",ROOFTOP,45.39090059999999,-75.63021540000001
3376,CARDELREC Recreation Complex Goulbourn,Ice,2+ surfaces,Indoor,Public,,"1500 SHEA RD, OTTAWA, ON",ROOFTOP,45.2631108,-75.9078585
3381,Earl Armstrong Arena,Ice,Single surface,Indoor,Public,,"2020 OGILVIE RD, OTTAWA, ON",ROOFTOP,45.4376449,-75.6013993
3383,Fred Barrett Arena,Ice,Single surface,Indoor,Public,,"3280 LEITRIM RD, OTTAWA, ON",ROOFTOP,45.3313195,-75.5978921
3385,Howard Darwin Centennial Arena,Ice,Single surface,Indoor,Public,,"1765 MERIVALE RD, OTTAWA, ON",ROOFTOP,45.3419043,-75.7266654
3387,J.A. Dulude Arena,Ice,Single surface,Indoor,Public,,"941 CLYDE AVE, OTTAWA, ON",ROOFTOP,45.37446,-75.74695779999999
3389,Jack Charron Arena,Ice,Single surface,Indoor,Public,,"10 MCKITRICK DR, OTTAWA, ON",ROOFTOP,45.2936428,-75.8838501
3391,Jim Durrell Recreation Centre,Ice,2+ surfaces,Indoor,Public,,"1265 WALKLEY RD, OTTAWA, ON",ROOFTOP,45.37292970000001,-75.65857270000001
3393,John G Mlacak Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2500 CAMPEAU DR, OTTAWA, ON",GEOMETRIC_CENTER,45.322292,-75.89466700000001
3395,Johnny Leroux Stittsville Community Arena,Ice,Single surface,Indoor,Public,,"10 WARNER-COLPITTS LANE, OTTAWA, ON",ROOFTOP,45.26074819999999,-75.92504339999999
3397,Kanata Recreation Complex,Leisure / Community Centres,General,Indoor,Public,,"100 CHARLIE ROGERS PLACE, OTTAWA, ON",ROOFTOP,45.2943207,-75.9017447
3399,Larry Robinson Arena,Ice,Single surface,Indoor,Public,,"2785 8TH LINE, OTTAWA, ON",ROOFTOP,45.2296299,-75.4692144
3401,Manotick Community Centre,Leisure / Community Centres,General,Indoor,Public,,"5572 DOCTOR LEACH DR, OTTAWA, ON",ROOFTOP,45.2220325,-75.6864037
3403,McNabb Recreation Centre,Ice,2+ surfaces,Both,Public,,"180 PERCY ST, OTTAWA, ON",ROOFTOP,45.4090845,-75.7018739
3407,Minto Recreation Complex - Barrhaven,Ice,2+ surfaces,Indoor,Public,,"3500 CAMBRIAN RD, OTTAWA, ON",ROOFTOP,45.2528207,-75.7348899
3411,Navan Memorial Centre,Ice,Single surface,Indoor,Public,,"1295 COLONIAL RD, OTTAWA, ON",ROOFTOP,45.4209969,-75.4214174
3413,Nepean Sportsplex,Ice,2+ surfaces,Indoor,Public,,"1701 WOODROFFE AVE, OTTAWA, ON",ROOFTOP,45.3267752,-75.74527859999999
3422,Pinecrest Recreation Complex,Ice,Single surface,Indoor,Public,,"2250 TORQUAY AVE, OTTAWA, ON",ROOFTOP,45.3479129,-75.7733746
3426,R.J. Kennedy Arena,Ice,Single surface,Indoor,Public,,"1115 DUNNING RD, OTTAWA, ON",ROOFTOP,45.5148677,-75.4037833
3427,R.J. Kennedy Memorial Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1115 DUNNING RD, OTTAWA, ON",ROOFTOP,45.5148677,-75.4037833
3428,Ray Friel Recreation Complex,Ice,2+ surfaces,Indoor,Public,,"1585 TENTH LINE RD, OTTAWA, ON",ROOFTOP,45.4719618,-75.4919287
3433,Richmond Arena,Ice,Single surface,Indoor,Public,,"6095 PERTH ST, OTTAWA, ON",ROOFTOP,45.19539289999999,-75.83760339999999
3435,Sandy Hill Arena,Ice,Single surface,Indoor,Public,,"60 MANN AVE, OTTAWA, ON",ROOFTOP,45.4194857,-75.6740141
3437,St-Laurent Complex,Ice,Single surface,Indoor,Public,,"525 COTE ST, OTTAWA, ON",ROOFTOP,45.43635630000001,-75.6470442
3442,Stuart Holmes Arena,Ice,Single surface,Indoor,Public,,"5660 OSGOODE MAIN ST, OTTAWA, ON",ROOFTOP,45.1467283,-75.6019286
3444,Tom Brown Arena,Ice,Single surface,Indoor,Public,,"141 BAYVIEW RD, OTTAWA, ON",ROOFTOP,45.4883961,-76.0739249
3446,W. Erskine Johnston Arena,Ice,Single surface,Indoor,Public,,"3832 CARP RD, OTTAWA, ON",ROOFTOP,45.34875419999999,-76.0381372
3448,Walter Baker Sports Centre,Ice,2+ surfaces,Indoor,Public,,"100 MALVERN DR, OTTAWA, ON",ROOFTOP,45.2799047,-75.7618269
3453,Albion-Heatherington Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"1560 HEATHERINGTON RD, OTTAWA, ON",ROOFTOP,45.3732221,-75.6477343
3455,Alexander Community Centre,Leisure / Community Centres,General,Indoor,Public,,"960 SILVER ST, OTTAWA, ON",ROOFTOP,45.3805888,-75.7314026
3456,Aquaview Community Hall,Leisure / Community Centres,General,Indoor,Public,,"318 AQUAVIEW DR, OTTAWA, ON",ROOFTOP,45.4531418,-75.4779853
3457,Bearbrook Community Building,Leisure / Community Centres,General,Indoor,Public,,"8720 RUSSELL RD, OTTAWA, ON",ROOFTOP,45.3837527,-75.3373369
3458,Kanata Beaverbrook Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1002 BEAVERBROOK LANE, OTTAWA, ON",ROOFTOP,45.3289966,-75.9008171
3459,Bellevue Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1475 CALDWELL AVE, OTTAWA, ON",ROOFTOP,45.37281309999999,-75.7367846
3460,Carleton Heights Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1665 APELDOORNE AVE, OTTAWA, ON",ROOFTOP,45.3595165,-75.7029597
3462,Carlington Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"1520 CALDWELL AVE, OTTAWA, ON",ROOFTOP,45.3725057,-75.73911919999999
3463,Champagne Fitness Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"321 KING EDWARD AVE, OTTAWA, ON",ROOFTOP,45.4307013,-75.6867748
3466,Churchill Seniors Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"345 RICHMOND RD, OTTAWA, ON",ROOFTOP,45.392152,-75.7544534
3469,Deborah Anne Kirwan Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"1300 KITCHENER AVE, OTTAWA, ON",ROOFTOP,45.3677038,-75.6567791
3472,Dempsey Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1895 RUSSELL RD, OTTAWA, ON",ROOFTOP,45.4026047,-75.6276185
3474,Dovercourt Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"411 DOVERCOURT AVE, OTTAWA, ON",ROOFTOP,45.3834671,-75.7528791
3478,Eva James Memorial Community Centre,Leisure / Community Centres,General,Indoor,Public,,"65 STONEHAVEN DR, OTTAWA, ON",ROOFTOP,45.2906556,-75.857888
3483,Fisher Park Community Centre,Leisure / Community Centres,General,Indoor,Public,,"250 HOLLAND AVE, OTTAWA, ON",ROOFTOP,45.3957324,-75.7304738
3486,Foster Farm Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1065 RAMSEY CRES, OTTAWA, ON",ROOFTOP,45.3496955,-75.7943764
3487,Francois Dupuis Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"2263 PORTOBELLO BLVD, OTTAWA, ON",ROOFTOP,45.4543505,-75.4637121
3491,Glebe Community Centre,Leisure / Community Centres,General,Indoor,Public,,"175 THIRD AVE, OTTAWA, ON",ROOFTOP,45.4022369,-75.69149829999999
3493,Glen Cairn Community Centre,Leisure / Community Centres,General,Indoor,Public,,190 MORRENA RD,ROOFTOP,45.2964004,-75.8842196
3494,Greenboro Community Centre,Leisure / Community Centres,General,Indoor,Public,,"363 LORRY GREENBERG DR, OTTAWA, ON",ROOFTOP,45.3630795,-75.6352725
3497,Heron Road Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1480 HERON RD, OTTAWA, ON",ROOFTOP,45.3788533,-75.6540354
3500,Hintonburg Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1064 WELLINGTON ST W, OTTAWA, ON",ROOFTOP,45.4035207,-75.7243452
3503,Hunt Club-Riverside Park Community Centre,Leisure / Community Centres,General,Indoor,Public,,"3320 PAUL ANKA DR, OTTAWA, ON",ROOFTOP,45.35217309999999,-75.672688
3506,Jack Purcell Community Centre,Leisure / Community Centres,General,Indoor,Public,,320 JACK PURCELL LANE,ROOFTOP,45.4157687,-75.6895131
3510,Kanata Leisure Centre and Wave Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"70 AIRD PL, OTTAWA, ON",ROOFTOP,45.311678,-75.899897
3514,Kanata Seniors Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"2500 CAMPEAU DR, OTTAWA, ON",GEOMETRIC_CENTER,45.322292,-75.89466700000001
3515,Lindenlea Community Centre,Leisure / Community Centres,General,Indoor,Public,,"15 ROCKCLIFFE WAY, OTTAWA, ON",ROOFTOP,45.4445165,-75.6749176
3517,Lowertown Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"40 COBOURG ST, OTTAWA, ON",ROOFTOP,45.4346346,-75.6813269
3519,Manor Park Community Centre,Leisure / Community Centres,General,Indoor,Public,,"100 THORNWOOD RD, OTTAWA, ON",RANGE_INTERPOLATED,45.4510213,-75.6579326
3520,Michele Heights Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2955 MICHELE DR, OTTAWA, ON",ROOFTOP,45.3546432,-75.8021406
3522,Nepean Seniors Recreation Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"1701 WOODROFFE AVE, OTTAWA, ON",ROOFTOP,45.3267752,-75.74527859999999
3524,Old Town Hall Community Centre,Leisure / Community Centres,General,Indoor,Public,,"61 MAIN ST, OTTAWA, ON",ROOFTOP,45.4129495,-75.6799372
3525,Ottawa South Community Centre,Leisure / Community Centres,General,Indoor,Public,,"260 SUNNYSIDE AVE, OTTAWA, ON",ROOFTOP,45.39469949999999,-75.6817288
3527,Overbrook Community Centre,Leisure / Community Centres,General,Indoor,Public,,"33 QUILL ST, OTTAWA, ON",ROOFTOP,45.4255436,-75.6568577
3530,Pat Clark Community Centre,Leisure / Community Centres,General,Indoor,Public,,"4355 HALMONT DR, OTTAWA, ON",ROOFTOP,45.4288435,-75.6196429
3532,Plant Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"930 SOMERSET ST W, OTTAWA, ON",ROOFTOP,45.4078436,-75.7146392
3535,Richcraft Recreation Complex - Kanata,Aquatics,25m pool with or without other pools,Indoor,Public,,"4101 INNOVATION DR, OTTAWA, ON",ROOFTOP,45.3404955,-75.9304977
3540,Richelieu Vanier Community Centre,Leisure / Community Centres,General,Indoor,Public,,"300 DES PERE-BLANCS AVE, OTTAWA, ON",ROOFTOP,45.4438126,-75.6592202
3541,Rideauview Community Centre,Leisure / Community Centres,General,Indoor,Public,,"4310 SHORELINE DR, OTTAWA, ON",ROOFTOP,45.2773877,-75.6874362
3543,Rockcliffe Park Community Centre,Leisure / Community Centres,General,Indoor,Public,,"380 SPRINGFIELD RD, OTTAWA, ON",ROOFTOP,45.4506451,-75.6786406
3544,Ron Kolbus Lakeside Centre,Leisure / Community Centres,General,Indoor,Public,,"102 GREENVIEW AVE, OTTAWA, ON",ROOFTOP,45.3638995,-75.80148129999999
3545,Routhier Community Centre,Leisure / Community Centres,General,Indoor,Public,,"172 GUIGUES AVE, OTTAWA, ON",ROOFTOP,45.4320481,-75.6916483
3548,Sandy Hill Community Centre,Leisure / Community Centres,General,Indoor,Public,,"250 SOMESET ST E, OTTAWA, ON",ROOFTOP,45.4227696,-75.6777087
3550,Sawmill Creek Community Centre and Pool,Leisure / Community Centres,General,Indoor,Public,,"3380 D'AOUST AVE, OTTAWA, ON",ROOFTOP,45.3497408,-75.63638759999999
3552,South Fallingbrook Community Centre,Leisure / Community Centres,General,Indoor,Public,,"998 VALIN ST, OTTAWA, ON",ROOFTOP,45.4709959,-75.4618495
3557,Splash Wave Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"2040 OGILVIE RD, OTTAWA, ON",ROOFTOP,45.43708669999999,-75.6008227
3560,Ottawa Curling Club,Ice,Curling,Indoor,Private,,"440 O'CONNOR ST, OTTAWA, ON",ROOFTOP,45.4108591,-75.68996419999999
3561,Navy Curling Club,Ice,Curling,Indoor,Private,,"41 NAVY PVT, OTTAWA, ON",RANGE_INTERPOLATED,45.3950582,-75.7075998
3563,RA Centre,Ice,Single surface,Indoor,Public,1.0,"2451 RIVERSIDE DR, OTTAWA, ON",ROOFTOP,45.3817513,-75.68435149999999
3569,Lowertown Good Neighbours,Leisure / Community Centres,General,Indoor,Public,,"145 BEAUSOLEIL DR, OTTAWA, ON",ROOFTOP,45.4322653,-75.6838683
3570,Chapman Mills Community Building,Leisure / Community Centres,General,Indoor,Public,,"424 CHAPMAN MILLS DR, OTTAWA, ON",ROOFTOP,45.2719341,-75.7221093
3571,Fringewood Community Centre,Leisure / Community Centres,General,Indoor,Public,,"14 FRINGEWOOD DR, STITTSVILLE, ON",ROOFTOP,45.279601,-75.91145
3572,Champlain Park Fieldhouse,Leisure / Community Centres,General,Indoor,Public,,"140 CARLETON AVE, OTTAWA, ON",ROOFTOP,45.404324,-75.7449635
3573,Patro D'Ottawa,Leisure / Community Centres,General,Indoor,Public,1.0,"40 COBOURG ST, OTTAWA, ON",ROOFTOP,45.4346346,-75.6813269
3575,Abbotsford House,Leisure / Community Centres,Seniors,Indoor,Public,,"950 BANK ST, OTTAWA, ON",ROOFTOP,45.3987562,-75.6863546
3576,Superdome at Ben Franklin Park,Physical Recreation & Sports,Sport fields,Indoor,Public,,"191 KNOXDALE RD, OTTAWA, ON",ROOFTOP,45.3232951,-75.775759
3577,Tungasuvvingat Inuit,Leisure / Community Centres,General,Indoor,Public,,"604 LAURIER AVE W, OTTAWA, ON",ROOFTOP,45.41436239999999,-75.7083684
3578,Western Ottawa Community Resource Centre - Nepean Site,Leisure / Community Centres,General,Indoor,Public,,"3865 OLD RICHMOND RD, OTTAWA, ON",ROOFTOP,45.32165500000001,-75.826377
3579,Ottawa Hunt and Golf Club,Ice,Curling,Indoor,Private,,"1 HUNT CLUB RD, OTTAWA, ON",ROOFTOP,45.3349543,-75.69086620000002
3580,Pine View Golf Course,Leisure / Community Centres,General,Indoor,Private,,"1471 BLAIR ROAD, OTTAWA, ON",ROOFTOP,45.4275302,-75.5996665
3581,White Sands Golf Course & Practice Centre,Leisure / Community Centres,General,Indoor,Private,,"1705 SAINT JOSEPH BLVD, OTTAWA, ON",GEOMETRIC_CENTER,45.4625871,-75.5554488
3582,Loch March Golf & Country Club,Leisure / Community Centres,General,Indoor,Private,,"1755 OLD CARP RD, KANATA, ON K2K 1X7",ROOFTOP,45.3454165,-75.97705119999999
3583,The Marshes Golf Club,Leisure / Community Centres,General,Indoor,Public,1.0,"320 TERRY FOX DRIVE, OTTAWA, ON",ROOFTOP,45.3525104,-75.9119058
3584,Falcon Ridge Golf Club,Leisure / Community Centres,General,Indoor,Both,,"4740 HIGH ROAD, OTTAWA, ON",ROOFTOP,45.2959384,-75.61380659999999
3585,Cedarhill Golf and Country Club,Leisure / Community Centres,General,Indoor,Public,1.0,"56 CEDARHILL DRIVE, OTTAWA, ON",ROOFTOP,45.28911,-75.78823469999999
3586,Kanata Golf and Country Club,Leisure / Community Centres,General,Indoor,Public,,"7000 CAMPEAU DR., KANATA, ON",ROOFTOP,45.3161581,-75.9140686
3587,The Meadows Golf & Country Club,Leisure / Community Centres,General,Indoor,Public,,"4335 HAWTHORNE ROAD, OTTAWA, ON",ROOFTOP,45.32779619999999,-75.57030999999999
3588,Stonebridge Golf Club,Leisure / Community Centres,General,Indoor,Private,,"68 HAWKTREE RIDGE, NEPEAN, ON",ROOFTOP,45.2533367,-75.7224743
3589,Target Golf Centre,Leisure / Community Centres,General,Indoor,Public,,"4870 BANK ST, OTTAWA ON",ROOFTOP,45.305349,-75.58574370000001
3590,The Origin Arts & Community Centre,Leisure / Community Centres,General,Indoor,Public,,"57 LYNDALE AVE, OTTAWA, ON",ROOFTOP,45.4075095,-75.7305123
3591,Kind Community Centre,Leisure / Community Centres,General,Indoor,Public,,"222 SOMERSET ST W, OTTAWA, ON",ROOFTOP,45.4171102,-75.6915394
3592,Carsons Community House,Leisure / Community Centres,General,Indoor,Public,,"710 CARSONS RD, OTTAWA, ON",ROOFTOP,45.4419717,-75.6289994
3593,Heron Park Fieldhouse,Leisure / Community Centres,General,Indoor,Public,,"1560 CLOVER ST, OTTAWA, ON",RANGE_INTERPOLATED,45.3796077,-75.6767965
3594,Vanier Community Service Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"270 MARIER AVE, VANIER, ON",ROOFTOP,45.4365087,-75.66194990000001
3595,Britannia Woods Community House,Leisure / Community Centres,General,Indoor,Public,1.0,"115 RITCHIE ST #9, OTTAWA, ON",,0.0,0.0
3596,L'Arche Ottawa,Leisure / Community Centres,General,Indoor,Public,,"11 ROSSLAND AVE, OTTAWA, ON",ROOFTOP,45.3543676,-75.7373198
