address,CMANAME,CSDNAME,Facility name,URL,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Street Type,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Notes/Comments,Address Notes/Comments,lat,lon
"11111 rue Notre-Dame Est, Montréal-Est, Qc",,Montréal-Est,Aréna Ralph-Buchanan ,http://www.crer.me/arena.php,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
"11111 rue Notre-Dame Est, Montréal-Est, Qc",,Montréal-Est,Centre récréatif Édouard-Rivet (CRÉR),https://ville.montreal-est.qc.ca/loisirs-et-culture/centre-recreatif-edouard-rivet/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
"11111 rue Notre-Dame Est, Montréal-Est, Qc",,Montréal-Est,Centre récréatif Édouard-Rivet (CRÉR),https://ville.montreal-est.qc.ca/loisirs-et-culture/centre-recreatif-edouard-rivet/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
"11111 rue Notre-Dame Est, Montréal-Est, Qc",,Montréal-Est,Centre récréatif Édouard-Rivet (CRÉR),https://ville.montreal-est.qc.ca/loisirs-et-culture/centre-recreatif-edouard-rivet/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
"11111 rue Notre-Dame Est, Montréal-Est, Qc",,Montréal-Est,Centre récréatif Édouard-Rivet (CRÉR),https://ville.montreal-est.qc.ca/loisirs-et-culture/centre-recreatif-edouard-rivet/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
"11121, avenue Salk, Montréal, QC",,Montréal,Centre de loisirs de Montréal-Nord,https://montreal.ca/en/places/centre-de-loisirs-de-montreal-nord,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6014828,-73.62303
"11212 Avenue Garon, Montreal-Nord, QC",,Montréal,Arena Garon,"https://ville.montreal.qc.ca/portal/page?_pageid=8717,97084024&_dad=portal&_schema=PORTAL",Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5948655,-73.6378513
"1126 Rue Prevost, Terrebonne, QC",,Terrebonne,Scouts de Terrebonne,http://www.scoutsterrebonne.com/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.703696,-73.6401689
"11301 Boulevard de l'Acadie, Montreal, QC",,Montréal,Arena Marcelin-Wilson,"https://ville.montreal.qc.ca/portal/page?_pageid=7957,92635599&_dad=portal&_schema=PORTAL",Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5365968,-73.6848795
"11345 Avenue Pelletier, Montréal, QC",,Montréal,Piscine Calixa-Lavallée,https://montreal.ca/en/places/piscine-calixa-lavallee,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.5970783,-73.6370728
"114 Donegani Ave, Pointe-Claire, QC",,Pointe-Claire,TQSOI Community Council ,https://tqsoi.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4498997,-73.7907646
"1143 Rue de Lorimier, Longueuil, QC",,Longueuil,Arena Jacques-Cartier,https://www.longueuil.quebec/fr/arena-jacques-cartier,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.518171,-73.500819
"11440 Avenue Éthier, Montréal, QC",,Montréal,Centre d'activités communautaires Sauvé,https://montreal.ca/en/places/centre-dactivites-communautaires-sauve,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5995116,-73.6352294
"11479 Avenue P.-M.-Favier, Montréal, QC",,Montréal,Centre d'activités communautaires Le Carignan,https://montreal.ca/en/places/centre-dactivites-communautaires-le-carignan,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6096947,-73.6159721
"1150 Rue Marie-Victorin, Saint-Bruno-de-Montarville, QC",,Saint-Bruno-de-Montarville,Chalet Marie-Victorin,https://stbruno.ca/loisirs-et-culture/location-de-salles-et-installations/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.525361,-73.3643662
"1155 Avenue du Parcl, Saint-Jerome, QC",,Saint-Jérôme,GymnO Laurentides,https://gymno.org/article/269-gymno-laurentides.html,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.7716111,-73.9776772
"1160 Boulevard Pie-X, Laval, QC",,Laval,Arena Chomeday,https://arenaguide.ca/city/laval-chomedey/,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5475004,-73.7474993
"11614 Avenue Salk, Montréal, QC",,Montréal,Centre d'activités communautaires Saint-Laurent,https://montreal.ca/en/places/centre-dactivites-communautaires-saint-laurent,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6060525,-73.6287847
"11695 Montee Sainte Marianne, Mirabel, QC",,Mirabel,Centre Extreme Experience Hockey,https://verview.com/biz/9525613-centre-extrme-exprience-hockey-mirabel-quebec,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.6758507,-73.934282
"117, St-Alexis Charlemagne (Québec)",,Charlemagne,École Ste-Marie-des-Anges,http://decharlemagne.csaffluents.qc.ca/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.7240919,-73.4855247
"1171, rue Principale, Saint-Zotique, Qc",,Saint-Zotique,École Saint-Zotique,https://www.cstrois-lacs.qc.ca/ecoles/primaire/saint-zotique-riveraine,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.2419788,-74.2461754
"1177 Boulevard Cure-Labelle, Blainville, QC",,Blainville,Youth Club de Blainville,http://www.mdjblainville.com/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.6811113,-73.8925528
"11991 Avenue Pierre-Baillargeon, Montreal, QC",,Montréal,Don Bosco Youth Leadership Centre,https://www.dbylc.com/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.641156,-73.5759605
"12 Rue Benoit Sauvageau, Charlemagne, Quebec",,Charlemagne,École St-Jude,https://www.ville.charlemagne.qc.ca/sites/24589/CONTRAT%20DE%20LOCATION%20DE%20SALLE%20-%20%C3%89COLES_9%20janvier(1).pdf,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.7255654,-73.4863393
"120 7e Av, Richelieu, QC",,Richelieu,Ecole Cure-Martel,https://www.yellowpages.ca/bus/Quebec/Richelieu/Commission-Scolaire-des-Hautes-RivieresEcoles-PrimairesEcole-de-Richelieu-Edifice-Cure-Martel/101576690.html,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.4479531,-73.2545274
"120 Avenue Duluth E, Montreal, QC",,Montréal,Maison de l'Amitie de Montreal,https://www.maisondelamitie.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5180175,-73.578249
"120 Boulevard du Seminaire, Sainte-Therese, QC",,Sainte-Thérèse,Centre Culturel et Communautaire,https://www.sainte-therese.ca/services-aux-citoyens/centre-culturel-et-communautaire.html,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6434061,-73.8392245
"120 Rue Glenmore, Dollard-des-Ormeaux, QC",,Dollard-Des Ormeaux,Glenmore Curling Club,https://www.glenmorecurling.com/en/,Ice,Curling,Indoor,Private,,,,,,,,,,,,45.4954832,-73.8048784
"120 Rue Glenmore, Dollard-des-Ormeaux, QC",,Dollard-Des Ormeaux,Glenmore Curling Club,https://www.glenmorecurling.com/en/,Leisure / Community Centres,General,Indoor,Private,,,,,,,,,,,,45.4954832,-73.8048784
"120, rue René-Philippe, Longueuil, QC",,Longueuil,Centre Lajeunesse,https://www.longueuil.quebec/en/centre-lajeunesse,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4972011,-73.4947285
"12000 Boulevard Rolland, Montreal-Nord, QC",,Montréal,Arena Rolland,"http://ville.montreal.qc.ca/portal/page?_pageid=8717,97083929&_dad=portal&_schema=PORTAL",Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.6161658,-73.6206194
"12001 Salaberry Blvd, Dollard-des-Ormeax, QC",,Dollard-Des Ormeaux,Civic Centre,https://ville.ddo.qc.ca/en/my-municipality/city-map,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4842686,-73.8080069
"12001 Salaberry Blvd, Dollard-des-Ormeax, QC",,Dollard-Des Ormeaux,Civic Centre,https://ville.ddo.qc.ca/en/my-municipality/city-map,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.4842686,-73.8080069
"12001 Salaberry Blvd, Dollard-des-Ormeax, QC",,Dollard-Des Ormeaux,Civic Centre,https://ville.ddo.qc.ca/en/my-municipality/city-map,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4842686,-73.8080069
"12004 Boulevard Rolland, Montréal-Nord, QC",,Montréal,Cultural and Community House in Montreal North,https://www.accesculture.com/emplacement/maisonculturelleetcommunautairedemontrealnord,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6165053,-73.6210738
"12005 Avenue Laurier, Montréal, QC",,Montréal,Piscine Henri-Bourassa,https://montreal.ca/en/places/piscine-henri-bourassa,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.6139437,-73.6229242
"121 Rue Principale, Les Coteaux, QC",,Les Coteaux,Centre Communautaire Les Coteaux ,https://www.les-coteaux.qc.ca/fr/service-des-loisirs-et-vie-communautaire/location-de-locaux,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.2580549,-74.2056007
"12110 Rue de L'Avenir, Mirabel, QC",,Mirabel,Mon Gym Mirabel,http://mon-gym.com/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.683002,-73.923989
"12125 Rue Notre-Dame Est, Montréal, QC",,Montréal,Centre communautaire Roussin,https://montreal.ca/en/places/centre-communautaire-roussin,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6409872,-73.4902212
"12125 Rue Notre-Dame Est, Montréal, QC",,Montréal,Centre communautaire Roussin,https://montreal.ca/en/places/centre-communautaire-roussin,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.6409872,-73.4902212
"12125 Rue Notre-Dame Est, Montréal, QC",,Montréal,Centre communautaire Roussin,https://montreal.ca/en/places/centre-communautaire-roussin,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.6409872,-73.4902212
"12125 Rue Notre-Dame Est, Montréal, QC",,Montréal,Centre communautaire Roussin,https://montreal.ca/en/places/centre-communautaire-roussin,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.6409872,-73.4902212
"1214 Mont-Royal Ave E, Montreal, QC",,Montréal,Café Bébé Lala,http://cafebebelala.com/,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,,45.5289094,-73.578044
"1214 Mont-Royal Ave E, Montreal, QC",,Montréal,Café Bébé Lala,http://cafebebelala.com/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.5289094,-73.578044
"1224 Rue Notre-Dame, Chambly, QC",,Chambly,Ainsi Soit-Elle,https://ainsisoitellecdf.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.452506,-73.3063628
"12265, boulevard Laurentien, Montréal, QC",,Montréal,Association Musulmane Du Canada,https://www.pagesjaunes.ca/bus/Quebec/Montreal/Association-Musulmane-Du-Canada/3646132.html,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.529379,-73.7224937
"1235 Rue Ampère, Boucherville, QC",,Boucherville,Cache-A-L'Eau,http://www.cachealeau.com/,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,,45.5723112,-73.4409601
"125 Ch Haendel, Candiac",,Candiac,Maison Des Jeunes De Candiac,https://candiac.ca/fr/97/Maison_des_jeunes,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.3853811,-73.5227098
"125 Rue Jacques-Cartier N, Saint-Jean-sur-Richelieu, QC",,Saint-Jean-sur-Richelieu,Centre des Aines Johannais Inc,http://assisto.ca/ressource/centre-aines-johannais/,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.3029348,-73.253081
"1250 Rue Principale, Saint-Zotique, QC",,Saint-Zotique,Salle communautaire,http://www.st-zotique.com/municipalite/services-a-la-population/loisirs/locations-ou-reservations,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.2415045,-74.2490524
"12515 Boulevard Rodolphe-Forget, Montreal, QC",,Montréal,Centre Aquatique de Rivieres-des-Prairies,https://montreal.ca/lieux/centre-aquatique-de-riviere-des-prairies,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.6510697,-73.579115
"12515 Boulevard Rodolphe-Forget, Montreal, QC",,Montréal,Centre Aquatique de Rivieres-des-Prairies,https://montreal.ca/lieux/centre-aquatique-de-riviere-des-prairies,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,,45.6510697,-73.579115
"12515 Boulevard Rodolphe-Forget, Montreal, QC",,Montréal,Centre Aquatique de Rivieres-des-Prairies,https://montreal.ca/lieux/centre-aquatique-de-riviere-des-prairies,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6510697,-73.579115
"1255 Rue Notre-Dame, Lavaltrie",,Lavaltrie,Café culturel de la Chasse-galerie,http://www.chasse-galerie.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.8828598,-73.2789957
"125A Boul des Prairies, Laval, QC",,Laval,Centre Sportif Josee-Faucher,https://www.laval.ca/lieux/Pages/Fr/piscine-du-centre-sportif-josee-faucher.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.554271,-73.690343
"1260 Mackay St, Montreal, QC",,Montréal,Al-Madinah Center,http://almadinah-center.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.495353,-73.5766415
"12640 Boulevard Gouin Est, Montreal, QC",,Montréal,Arena St-Jean-Vianney,https://montreal.ca/lieux/arena-st-jean-vianney,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.691621,-73.519654
"129, rue Saint-Alexis, Charlemagne, Qc",,Charlemagne,École La Passerelle -,https://csaffluents.qc.ca/etablissements/primaire/la-passerelle/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.7244129,-73.4851278
"1295 Dawson Ave, Dorval, QC",,Dorval,Aquatic and Sports Complex,https://www.ville.dorval.qc.ca/en/facilities/page/aquatic-and-sports-complex,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.4429754,-73.7540182
"1295 Dawson Ave, Dorval, QC",,Dorval,Dorval Aquatics & Sports Complex,https://www.ville.dorval.qc.ca/en/facilities/page/aquatic-and-sports-complex,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4429754,-73.7540182
"1295 Dawson Ave, Dorval, QC",,Dorval,Dorval Aquatics & Sports Complex,https://www.ville.dorval.qc.ca/en/facilities/page/aquatic-and-sports-complex,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.4429754,-73.7540182
"1295 Dawson Ave, Dorval, QC",,Dorval,Dorval Aquatics & Sports Complex,https://www.ville.dorval.qc.ca/en/facilities/page/aquatic-and-sports-complex,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.4429754,-73.7540182
"1295 Dawson Ave, Dorval, QC",,Dorval,Dorval Aquatics & Sports Complex,https://www.ville.dorval.qc.ca/en/facilities/page/aquatic-and-sports-complex,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.4429754,-73.7540182
"1295 Dawson Ave, Dorval, QC",,Dorval,Dorval Aquatics & Sports Complex,https://www.ville.dorval.qc.ca/en/facilities/page/aquatic-and-sports-complex,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,,45.4429754,-73.7540182
"1295 Dawson Ave, Dorval, QC",,Dorval,Dorval Aquatics & Sports Complex,https://www.ville.dorval.qc.ca/en/facilities/page/aquatic-and-sports-complex,Aquatics,Spray parks / splash pads,Indoor,Public,,,,,,,,,,,,45.4429754,-73.7540182
"130 25e Av, Saint-Eustache, QC",,Saint-Eustache,Club Optimiste Saint-Eustache,https://www.yellowpages.ca/bus/Quebec/Saint-Eustache/Club-Optimiste-Saint-Eustache/5918860.html,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5722578,-73.8721494
"130 Rue Valmont, Repentigny, QC",,Repentigny,Piscine Municipale de Repentigny,https://www.yellowpages.ca/bus/Quebec/Repentigny/Piscine-municipale/5320066.html,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.764607,-73.4355464
"130 Rue Valmont, Repentigny, QC",,Repentigny,Piscine Municipale de Repentigny,https://www.yellowpages.ca/bus/Quebec/Repentigny/Piscine-municipale/5320066.html,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,,45.764607,-73.4355464
"130 Rue des Saisons, Sainte-Anne-des-Plaines, QC",,Sainte-Anne-des-Plaines,Centre Sportif Sainte-Anne des Plaines,http://www.centresportifsadp.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.7625728,-73.8265616
"130 Rue des Saisons, Sainte-Anne-des-Plaines, QC",,Sainte-Anne-des-Plaines,Centre Sportif Sainte-Anne des Plaines,http://www.centresportifsadp.com/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.7625728,-73.8265616
"130 Rue des Saisons, Sainte-Anne-des-Plaines, QC",,Sainte-Anne-des-Plaines,Centre Sportif Sainte-Anne des Plaines,http://www.centresportifsadp.com/,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.7625728,-73.8265616
"1301 Rue Mazurette, Montréal, QC",,Montréal,Ministry of Cricket & Other Homeless Sports,https://www.ministryofcricket.ca/,Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,,45.5333253,-73.6598014
"1301 Rue du Bois, Saint-Lazare",,Saint-Lazare,Centre Communautaire Saint-Lazare,https://ville.saint-lazare.qc.ca/locationcentrecommunautaire,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3956622,-74.1419524
"1304 Chemin d'Oka, Deux-Montagnes, QC",,Deux-Montagnes,La Petit Ecole Jaune ,https://www.lapetiteecolejaune.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5379272,-73.8962122
"131 Chemin du Petit-Bois, Varennes",,Varennes,Complexe Aquatique-Varennes,https://ville.varennes.qc.ca/activites/complexeaquatique,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.6700723,-73.4280597
"131 Chemin du Petit-Bois, Varennes",,Varennes,Complexe Aquatique-Varennes,https://ville.varennes.qc.ca/activites/complexeaquatique,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,,45.6700723,-73.4280597
"131 Chemin du Petit-Bois, Varennes",,Varennes,Complexe Aquatique-Varennes,https://ville.varennes.qc.ca/activites/complexeaquatique,Aquatics,Spray parks / splash pads,Indoor,Public,,,,,,,,,,,,45.6700723,-73.4280597
"131 Rue Jean-Talon, Saint-Jean-sur-Richelieu, QC",,Saint-Jean-sur-Richelieu,Pavillon Jeunesse Yvan-Viens,https://monstjean.com/place/pavillon-jeunesse-yvan-viens,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3489841,-73.2653791
"132 Montee des Trinitaires, Saint-Basile-le-Grand, QC",,Saint-Basile-le-Grand,Maison des Jeunes la Butte,http://www.labutte.org/contacts.html,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.5309,-73.2938674
"1322 Chemin du Clocher, Saint-Jean-sur-Richelieu",,Saint-Jean-sur-Richelieu,Centre Communautaire L'Acadie,https://www.yellowpages.ca/bus/Canada/Saint-Jean-Sur-Richelieu/Centre-communautaire-L-Acadie/7704801.html,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3158761,-73.3442477
"1335 Lakeshore Dr, Dorval, QC",,Dorval,Centre Communautaire Sarto-Desnoyers,https://www.ville.dorval.qc.ca/fr/installations/page/centre-communautaire-sarto-desnoyers,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4398863,-73.7545689
"1335 Lakeshore Dr, Dorval, Qc",,Dorval,Sarto-Desnoyers Community Centre ,https://www.ville.dorval.qc.ca/en/facilities/page/sarto-desnoyers-community-centre,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4398863,-73.7545689
"1335 Lakeshore Dr, Dorval, Qc",,Dorval,Sarto-Desnoyers Community Centre ,https://www.ville.dorval.qc.ca/en/facilities/page/sarto-desnoyers-community-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.4398863,-73.7545689
