address,CMANAME,CSDNAME,Facility name,URL,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Street Type,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Notes/Comments,Address Notes/Comments,lat,lon
"3105 Boulevard Rome, Brossard, QC",,Brossard,Michel Normandin Arena,https://www.arrondissement.com/bottin/arenamichelnormandinbrossard,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4488528,-73.4562171
"3105 Boulevard Rome, Brossard, QC",,Brossard,Michel Normandin Arena,https://www.arrondissement.com/bottin/arenamichelnormandinbrossard,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4488528,-73.4562171
"3155 Rue Esther, Laval, QC",,Laval,Arena Richard Trottier,https://www.laval.ca/lieux/Pages/Fr/arena-richard-trottier.aspx,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.577267,-73.795608
"3175 Rue de Rouen, Montreal, QC",,Montréal,Arena Francis Bouillon,https://montreal.ca/lieux/arena-francis-bouillon,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5417375,-73.5514602
"3180 Chemin de Chambly bureau 205, Longueuil, QC",,Longueuil,La Communaute du Ballon Rond,http://lacbr.tv/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5163982,-73.4512595
"3205 Boulevard Rome, Brossard, QC",,Brossard,Centre Georges-Henri Brossard,https://montreal.eventful.com/venues/centre-communautaire-georgeshenribrossard-/V0-001-008266048-1,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4489821,-73.4550225
"321 Grand Boulevard, L'Ile-Perrot, QC",,L'Île-Perrot,Centre de Femmes la Moisson,http://www.centredefemmeslamoisson.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3924022,-73.9600794
"3232 Montée de l'Église, Saint-Colomban, QC",,Saint-Colomban,Centre récréatif et communautaire de Saint-Colomban,https://st-colomban.qc.ca/activites-loisirs-et-culture/contacter-le-service-des-loisirs/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.7482828,-74.1463755
"3235 Boul Saint-Martin Est, Laval, QC",,Laval,Bois Papineau Pavilion,https://www.laval.ca/lieux/Pages/Fr/pavillon-du-bois-papineau.aspx,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6050522,-73.6783234
"335 Avenue du Parc, Saint-Jean-sur-Richelieu, QC",,Saint-Jean-sur-Richelieu,Dupont Ford Stadium,http://www.stadedupontford.com/,Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,,45.3604504,-73.2860076
"3350 Sources Blvd, Dollard-des-Ormeaux, QC",,Dollard-Des Ormeaux,Karnak Shriners ,http://karnakshrine.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4836795,-73.7973254
"3395 Rue Bernard-Lefebvre, Laval, QC",,Laval,Cosom Jeuness Laval,https://cosomjeunesselaval.com/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.6361321,-73.6463692
"3430 Rue de Bellechasse, Montreal, QC",,Montréal,Centre Etienne Desmarteau,https://ville.montreal.qc.ca/portal/page?_pageid=7357%2C76009613&_dad=portal&_schema=PORTAL,Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,,45.555669,-73.580553
"3430 Rue de Bellechasse, Montreal, QC",,Montréal,Centre Étienne-Desmarteau,https://montreal.ca/en/places/centre-etienne-desmarteau,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.555669,-73.580553
"3430 Rue de Bellechasse, Montreal, QC",,Montréal,Centre Étienne-Desmarteau,https://montreal.ca/en/places/centre-etienne-desmarteau,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.555669,-73.580553
"3430 Rue de Bellechasse, Montreal, QC",,Montréal,Centre Étienne-Desmarteau,https://montreal.ca/en/places/centre-etienne-desmarteau,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.555669,-73.580553
"3440 Rue Jarry E, Montreal, QC",,Montréal,Arena Saint Michel,https://montreal.ca/en/places/arena-de-saint-michel,Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,,45.5652551,-73.6069118
"35 Rue Boardman, Delson, QC",,Delson,École alternative des Cheminots,https://descheminots.csdgs.qc.ca/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.3793378,-73.5461796
"35 Rue Boardman, Delson, QC",,Delson,École alternative des Cheminots,https://descheminots.csdgs.qc.ca/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.3793378,-73.5461796
"35 Rue Boardman, Delson, QC",,Delson,École alternative des Cheminots,https://descheminots.csdgs.qc.ca/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,,,,,,,,,,,45.3793378,-73.5461796
"35 Rue Boardman, Delson, QC",,Delson,École alternative des Cheminots,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/location-de-salles/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3793378,-73.5461796
"35 Rue Boardman, Delson, QC",,Delson,École alternative des Cheminots,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/location-de-salles/,Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,,45.3793378,-73.5461796
"350 Boulevard Samson, Laval, QC",,Laval,Centre D'Hebergement Ste-Dorothee,http://www.cucssslaval.ca/comites-des-residants/comite-des-residants-du-centre-d-hebergement-sainte-dorothee/le-centre-d-hebergement,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.5236927,-73.8046009
"3500, boulevard Mountainview, Longueuil, QC",,Longueuil,Centre culturel Bienville,https://www.longueuil.quebec/en/centre-culturel-bienville,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4684176,-73.3782441
"3507 Boul. Marie-Victorin, Sainte-Catherine, QC",,Sainte-Catherine,Arena Ste-Catherine,https://arenaguide.ca/arena/le-sportium/,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4006125,-73.5478253
"3535 Boulevard Rosemont, Montréal, QC",,Montréal,Centre d'activités du Collège Jean-Eudes,https://montreal.ca/en/places/centre-dactivites-du-college-jean-eudes,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5560993,-73.5798517
"3535 Boulevard Rosemont, Montréal, QC",,Montréal,Centre d'activités du Collège Jean-Eudes,https://montreal.ca/en/places/centre-dactivites-du-college-jean-eudes,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5560993,-73.5798517
"3535 Boulevard Rosemont, Montréal, QC",,Montréal,Centre d'activités du Collège Jean-Eudes,https://montreal.ca/en/places/centre-dactivites-du-college-jean-eudes,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5560993,-73.5798517
"3535 Boulevard Rosemont, Montréal, QC",,Montréal,Centre d'activités du Collège Jean-Eudes,https://montreal.ca/en/places/centre-dactivites-du-college-jean-eudes,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5560993,-73.5798517
"354 Montée Lesage Street, Rosemère",,Rosemère,MultiSports Centre,https://m.facebook.com/pages/Centre-Multisport-Rosemere/171544226207044,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6539211,-73.7910669
"354 Montée Lesage Street, Rosemère",,Rosemère,MultiSports Centre,https://m.facebook.com/pages/Centre-Multisport-Rosemere/171544226207044,Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,,45.6539211,-73.7910669
"3555 St Urbain St, Montreal, QC",,Montréal,Association Recreative Milton-Parc,https://www.miltonpark.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5123391,-73.572418
"3555 St Urbain St, Montreal, QC",,Montréal,Association Recreative Milton-Parc,https://www.miltonpark.org/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5123391,-73.572418
"3555 St Urbain St, Montreal, QC",,Montréal,Association Recreative Milton-Parc,https://www.miltonpark.org/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5123391,-73.572418
"3578, boulevard Sainte-Rose, Laval, QC",,Laval,POLY-JEUNESSE (FABREVILLE),https://www.laval.ca/lieux/Pages/Fr/piscine-poly-jeunesse.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.586675,-73.815173
"3585 St Urbain St, Montreal, QC",,Montréal,Women's Centre of Montreal,https://centredesfemmesdemtl.org/en/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5127032,-73.5728382
"3600 Boulevard de la Grande-Allee, Boisbriand, QC",,Boisbriand,Centre D'Excellence Sports Rousseau,https://www.cesr.ca/fr/index.html,Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,,45.631662,-73.8585705
"3600 Boulevard de la Grande-Allee, Boisbriand, QC",,Boisbriand,Centre D'Excellence Sports Rousseau,https://www.cesr.ca/fr/index.html,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.631662,-73.8585705
"3600 Boulevard de la Grande-Allee, Boisbriand, QC",,Boisbriand,Centre D'Excellence Sports Rousseau,https://www.cesr.ca/fr/index.html,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.631662,-73.8585705
"3625 Rue Talon, Sainte-Catherine, QC",,Sainte-Catherine,DekHockey Rive-Sud,http://dekhocke.w14.wh-2.com/le-centre/,Physical Recreation & Sports,Gymnasiums ,Both,Public,,,,,,,,,,,,45.3875309,-73.5532468
"3635 Avenue Atwater, Montreal, QC",,Montréal,Montreal Badminton Club,https://www.montrealbadmintonclub.com/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,,,,,,,,,,,45.4951774,-73.5881492
"3675, rue Rocheleau, Longueuil, QC",,Longueuil,Centre culturel Immaculée-Conception,https://www.longueuil.quebec/en/centre-culturel-immaculee-conception,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4919909,-73.4243935
"37, cheminmdes Epinettes, Saint-Mathias-sur-Richelieu, QC",,Saint-Mathias-sur-Richelieu,Centre Communautaire,http://www.st-mathias.org/loisirs/article/location-de-salle,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4849865,-73.2600387
"370 Avenue Lareau, Saint-Jean-sur-Richelieu, QC",,Saint-Jean-sur-Richelieu,Arena Marcel-Larocque,https://sjsr.ca/loisirs/patinage/,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.294158,-73.2330716
"3700 Rue Fleury E, Montreal-Nord, QC",,Montréal,Arena Fleury ,"https://ville.montreal.qc.ca/portal/page?_pageid=8717,97084024&_dad=portal&_schema=PORTAL",Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5832655,-73.6373128
"375 Bessette Ave, Saint-Jean-sur-Richelieu, QC",,Saint-Jean-sur-Richelieu,Carrefour Jeunesse Iberville,http://assisto.ca/ressource/carrefour-jeunesse-diberville/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.2972732,-73.233368
"375 Boulevard Cardinal Léger, Pincourt",,Pincourt,Omni-Centre,https://villepincourt.qc.ca/en/contact-us/omni-centre,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.3713014,-73.9884344
"375 Boulevard Cardinal Léger, Pincourt, QC",,Pincourt,Omni-Centre,https://villepincourt.qc.ca/en/contact-us/omni-centre,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3713014,-73.9884344
"375 Boulevard Cardinal Léger, Pincourt, QC",,Pincourt,Omni-Centre,https://villepincourt.qc.ca/en/contact-us/omni-centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.3713014,-73.9884344
"375 Boulevard Cardinal Léger, Pincourt, QC",,Pincourt,Omni-Centre,https://villepincourt.qc.ca/en/contact-us/omni-centre,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,,45.3713014,-73.9884344
"3757 Avenue Prud'homme, Montreal, QC",,Montréal,Comite Jeunesse NDG,https://cjndg.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4760594,-73.6137391
"3757 Avenue Prud'homme, Montreal, QC",,Montréal,Comite Jeunesse NDG,https://cjndg.org/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.4760594,-73.6137391
"3757 Avenue Prud'homme, Montreal, QC",,Montréal,Comite Jeunesse NDG,https://cjndg.org/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.4760594,-73.6137391
"3757 Avenue Prud'homme, Montreal, QC",,Montréal,Comite Jeunesse NDG,https://cjndg.org/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.4760594,-73.6137391
"3770 Boulevard Décarie, Montréal, QC",,Montréal,Piscine communautaire Notre-Dame-de-Grâce,https://montreal.ca/en/places/piscine-communautaire-notre-dame-de-grace,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.476311,-73.6138129
"3770 Decarie Blvd, Montreal, QC",,Montréal,Piscine Notre-Dame-de-Grace,https://www.loisirssportifscdn-ndg.com/en/notre-dame-de-grace-pool-decarie/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.476311,-73.6138129
"3781 Boulevard Levesque O, Laval, QC",,Laval,Loisirs Chomeday,https://www.loisirschomedey.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5349963,-73.738738
"3781 Boulevard Levesque O, Laval, QC",,Laval,Loisirs Chomeday,https://www.loisirschomedey.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5349963,-73.738738
"379 Rue Dorval, L'Assomption, QC",,L'Assomption,Maison des Jeunes de L'Assomption,http://www.maisondesjeuneslassomption.com/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.8312851,-73.423164
"3819 Avenue Calixa-Lavallée, Montréal, QC",,Montréal,Centre culturel Calixa-Lavallée,https://montreal.ca/en/places/centre-culturel-calixa-lavallee,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5270784,-73.5692815
"3835 Boulevard Saint-Martin O, Laval, QC",,Laval,Camp de jour Focus - Érable Atlas,https://www.facebook.com/pg/Camp-de-jour-Focus-366886940550314/posts/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5525181,-73.7587945
"3850 Boulevard Sainte-Rose, Laval-Ouest, QC",,Laval,Maison Des Jeunes,https://www.mdjlo.org/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.5507408,-73.871355
"3850 Rue Edgar, Longueuil, QC",,Longueuil,Centre Sportif Gaetan-Boucher,https://www.longueuil.quebec/en/centre-sportif-gaetan-boucher,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4938698,-73.4606012
"3850 Rue Edgar, Longueuil, QC",,Longueuil,Centre Sportif Gaetan-Boucher,https://www.longueuil.quebec/en/centre-sportif-gaetan-boucher,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4938698,-73.4606012
"387 Boulevard des Prairies, Laval, QC",,Laval,Loisirs Bon-Pasteur ,http://www.loisirsbonpasteur.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5468161,-73.7078328
"387 Boulevard des Prairies, Laval, QC",,Laval,Loisirs Bon-Pasteur ,http://www.loisirsbonpasteur.com/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.5468161,-73.7078328
"387 Boulevard des Prairies, Laval, QC",,Laval,Loisirs Bon-Pasteur ,http://www.loisirsbonpasteur.com/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5468161,-73.7078328
"387 Boulevard des Prairies, Laval, QC",,Laval,Loisirs Bon-Pasteur ,http://www.loisirsbonpasteur.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5468161,-73.7078328
"3880, rue Labrosse, Longueuil, QC",,Longueuil,Centre culturel Labrosse,https://www.longueuil.quebec/en/centre-culturel-labrosse,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.494301,-73.4360353
"3883 Rue University, Montreal, QC",,Montréal,McConnell Arena,https://mcgillathletics.ca/sports/2012/11/5/1105124936.aspx,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5120045,-73.5827517
"389 Rue Saint Paul, Repentigny, QC",,Repentigny,La Maison des Jeunes de Repentigny,http://mdjrepentigny.ca/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.7594232,-73.4837461
"3925 Boulevard Curé-Labelle, Fabreville, QC",,Montréal,Funtropolis Centre D'amusement,http://www.funtropolis.ca/,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,,45.5725634,-73.7845912
"395 Boulevard Adolphe-Chapleau, Bois-des-Filion, QC",,Bois-des-Filion,Maison de la Famille de Bois-des-Filion,,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6685137,-73.7564929
"3950 Boulevard Saint-Laurent, Montreal, QC",,Montréal,Piscine Schubert,"http://ville.montreal.qc.ca/portal/page?_pageid=7297,113177576&_dad=portal&_schema=PORTAL",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.5164919,-73.5787185
"3995 Boulevard Levesque E, Laval, QC",,Laval,Piscine Vanier,https://www.laval.ca/lieux/Pages/Fr/piscine-vanier.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.599031,-73.6532502
"3995 Boulevard Levesque E, Laval, QC",,Laval,Piscine Vanier,https://www.laval.ca/lieux/Pages/Fr/piscine-vanier.aspx,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.599031,-73.6532502
"4 Boulevard Montcalm Sud, Candiac, QC",,Candiac,Centre Frank-Vocino,https://candiac.ca/fr/78/Centres_communautaires,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3910332,-73.5132904
"4 Rue Principale, Coteau du Lac, Qc",,Coteau-du-Lac,Centre communautaire Wilson,https://www.yellowpages.ca/bus/Quebec/Coteau-du-Lac/Centre-communautaire-Wilson/7674274.html,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.2924474,-74.1749906
"4 Rue Principale, Coteau du Lac, Qc",,Coteau-du-Lac,Maison des Optimistes,https://codacanada.ca/locations/maison-des-optimistes/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.2924474,-74.1749906
"4, boul. de Montbéliard, Lorraine, Qc",,Lorraine,Centre culturel Laurent G. Belley,https://www.jmcanada.ca/en/venues/centre-culturel-laurent-g-belley/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6641002,-73.7846719
"40 Rue Saint Louis, Blainville, QC",,Blainville,Sportmax,https://activites.sportmax.ca/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.64198,-73.8424557
"40 Rue Saint Louis, Blainville, QC",,Blainville,Sportmax,https://activites.sportmax.ca/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.64198,-73.8424557
"40 Rue Saint Louis, Blainville, QC",,Blainville,Sportmax,https://activites.sportmax.ca/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.64198,-73.8424557
"40 Rue Saint Louis, Blainville, QC",,Blainville,Sportmax,https://activites.sportmax.ca/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.64198,-73.8424557
"40 Rue Saint Louis, Blainville, QC",,Blainville,Sportmax,https://activites.sportmax.ca/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,,,,,,,,,,,45.64198,-73.8424557
"40 Rue Saint Louis, Blainville, QC",,Blainville,Sportmax,https://activites.sportmax.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.64198,-73.8424557
"400 Avenue Ball, Montreal, QC",,Montréal,Piscine Saint-Roch,http://piscinesaint-roch.com/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.5320238,-73.6306539
"400 Avenue Saint-Charles, Vaudreuil-Dorion, QC",,Vaudreuil-Dorion,Vaudreuil Arena,https://www.yellowpages.ca/bus/Quebec/Vaudreuil-Dorion/Commission-Scolaire-des-Trois-Lacs/3068930.html,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.3926311,-74.0261413
"400 Boul Constable, McMasterville, QC",,McMasterville,Écoles La Farandole ,http://lafarandole.csp.qc.ca/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5477701,-73.2311207
"400 Rue Joseph Paquette, Bois-des-Filion, QC",,Bois-des-Filion,École secondaire Rive-Nord ,https://ville.bois-des-filion.qc.ca/loisirs-developpement-communautaire/badminton-libre.html,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.6702517,-73.7605068
"4055 St Jacques St, Montreal, QC",,Montréal,Piscine Saint-Henri,https://montreal.ca/lieux/piscine-saint-henri,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.4777206,-73.5859451
"4090 Avenue Royal, Montreal, QC, ",,Montréal,Lower Canada College,https://www.lcc.ca/page.cfm?p=473,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4703053,-73.6234488
"4090 Avenue Royal, Montreal, QC, ",,Montréal,Lower Canada College,https://www.lcc.ca/page.cfm?p=473,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.4703053,-73.6234488
"4090 Avenue Royal, Montreal, QC, ",,Montréal,Lower Canada College,https://www.lcc.ca/page.cfm?p=473,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.4703053,-73.6234488
"41 Rue Arthur-Riendeau, Saint-Jean-sur-Richelieu, QC",,Saint-Jean-sur-Richelieu,Pavillon Gerard-Morin,https://www.entreamis.ca/Lieu/pavillon-gerard-morin/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3771221,-73.2528385
"4100 Boulevard de la Concorde E, Laval, QC",,Laval,Arena Yvon-Chartrand,https://www.laval.ca/lieux/Pages/Fr/arena-yvon-chartrand.aspx,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.6013634,-73.6539955
"4105 47e Rue, Montréal, QC",,Montréal,Centre éducatif et communautaire René-Goupil,http://cecrg.info/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.580458,-73.6220984
"4110 Boulevard LaSalle, Verdun, QC",,Montréal,Verdun Auditorium ,https://en.wikipedia.org/wiki/Verdun_Auditorium,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4623656,-73.5630299
"4121 42e Rue, Montréal, QC",,Montréal,Centre Communautaires Rendez-vous 50+,http://ccrv50.org/,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.5792046,-73.6185242
"4141 Pierre de Coubertin Ave, Montreal, QC",,Montréal,Montreal Olympic Pool,https://parcolympique.qc.ca/centresportif/horaires/,Aquatics,50m+ pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.5579957,-73.5518816
"4141 Pierre de Coubertin Ave, Montreal, QC",,Montréal,Montreal Olympic Pool,https://parcolympique.qc.ca/centresportif/horaires/,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,,45.5579957,-73.5518816
"4141 Pierre de Coubertin Ave, Montreal, QC",,Montréal,Montreal Olympic Pool,https://parcolympique.qc.ca/centresportif/horaires/,Aquatics,Spray parks / splash pads,Indoor,Public,,,,,,,,,,,,45.5579957,-73.5518816
"4141 Pierre de Coubertin Ave, Montreal, QC",,Montréal,Montreal Olympic Pool,https://parcolympique.qc.ca/centresportif/horaires/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5579957,-73.5518816
"41A, montée Calixa-Lavallée, Verchères (Québec) ",,Verchères,Maison des jeunes de Verchères,https://ville.vercheres.qc.ca/citoyens/vie-democratique/organismes-communautaires,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.7740667,-73.3538739
"425 Boul Jean-Baptiste-Rolland-E, Saint-Jerome, QC",,Saint-Jérôme,Quartier 50+ ,https://www.vsj.ca/activites-de-loisirs/quartier-50/,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.7709932,-73.9961328
"425 Boul Jean-Baptiste-Rolland-E, Saint-Jerome, QC",,Saint-Jérôme,Quartier 50+ ,https://www.vsj.ca/activites-de-loisirs/quartier-50/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.7709932,-73.9961328
"425 Rue Hubert, Beloeil, QC",,Beloeil,Centre D'Accueil Marguerite-Adam,https://santemonteregie.qc.ca/installations/centre-dhebergement-marguerite-adam,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.5720482,-73.207439
"425, Boul Jean-Baptiste-Rolland E, Saint-Jerome, QC",,Saint-Colomban,Quartier 50+,https://st-colomban.qc.ca/activites-loisirs-et-culture/quartier-50/,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.7709932,-73.9961328
"4250 Rue du Parc-Rene-Goupil, Montreal, QC",,Montréal,Piscine Rene-Goupil,https://montreal.ca/lieux/piscine-rene-goupil,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.5779593,-73.611401
"4265 Avenue Papineau, Montreal, QC",,Montréal,Piscine du Centre Pere Sablon,"http://ville.montreal.qc.ca/portal/page?_pageid=7297,113177576&_dad=portal&_schema=PORTAL",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.5313745,-73.5704517
"4265 Avenue Papineau, Montreal, QC",,Montréal,Piscine du Centre Pere Sablon,"http://ville.montreal.qc.ca/portal/page?_pageid=7297,113177576&_dad=portal&_schema=PORTAL",Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,,45.5313745,-73.5704517
"4265 Avenue Papineau, Montreal, QC",,Montréal,Centre Sablon,https://centresablon.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5313745,-73.5704517
"4265 Avenue Papineau, Montreal, QC",,Montréal,Centre Sablon,https://centresablon.com/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5313745,-73.5704517
"4265 Avenue Papineau, Montreal, QC",,Montréal,Centre Sablon,https://centresablon.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5313745,-73.5704517
"4265 Avenue Papineau, Montreal, QC",,Montréal,Centre Sablon,https://centresablon.com/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.5313745,-73.5704517
"432 Rue Jacques-Cartier S, Saint-Jean-sur-Richelieu, QC",,Saint-Jean-sur-Richelieu,Club Optimiste St-Eugene,https://www.yellowpages.ca/bus/Quebec/Saint-Jean-Sur-Richelieu/Club-Optimiste-St-Eugene-Inc/6923864.html,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.2766195,-73.2570602
"435 Boulevard Cure-Labelle, Laval, QC",,Laval,Axion 50 Plus,https://www.axion50plus.org/,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.5388437,-73.738039
