Source_URL,PR_CPC_ABBR,CMA_Name,CSDName,Facility_Name,address,google_type,google_latitude,google_longitude
https://www.lakecountry.bc.ca/modules/facilities/Detail.aspx?CategoryIds=&FacilityTypeIds=&Keywords=&Page=9&CloseMap=false&Scroll=true&id=af9be557-8b8a-41e2-b534-497747b3e396,BC,Kelowna,Lake Country,Winfield Arena,"9830 Bottom Wood Lake Rd, Lake Country, BC ",ROOFTOP,50.024654,-119.3992819
https://www.lakecountry.bc.ca/en/living-in-our-community/seniors.aspx,BC,Kelowna,Lake Country,Lake Country Seniors Activity Centre,"9832 Bottom Wood Lake Rd, Lake Country, BC  ",ROOFTOP,50.024776,-119.3993587
http://www.okanagancentre.net/,BC,Kelowna,Lake Country,Okanagan Centre Hall,"11099 Maddock Ave, Lake Country, BC ",ROOFTOP,50.0444125,-119.449004
https://www.lakecountry.bc.ca/modules/facilities/Detail.aspx?id=858f862a-26c2-4e8e-ada0-7bbcccaff6fc,BC,Kelowna,Lake Country,Beasley Community Centre,"3450 Woodsdale Rd, Lake Country, BC  ",GEOMETRIC_CENTER,50.0506929,-119.3968896
https://www.peachland.ca/community-centre,BC,Kelowna,Peachland,Peachland Community Centre,"4450 6 St, Peachland, BC",ROOFTOP,49.77731290000001,-119.7350223
https://www.peachlandwellnesscentre.ca/,BC,Kelowna,Peachland,Peachland Wellness Centre,"4426 5th St, Peachland, BC ",ROOFTOP,49.775929,-119.7353556
https://www.peachland.ca/50-activity-centre,BC,Kelowna,Peachland,50+ Activity Centre,"5672 Beach Ave, Peachland, BC",ROOFTOP,49.778313,-119.733542
https://www.peachland.ca/50-activity-centre,BC,Kelowna,Peachland,50+ Activity Centre,"5672 Beach Ave, Peachland, BC",ROOFTOP,49.778313,-119.733542
https://www.vernonotr.com/,BC,Kelowna,Central Okanagan,Okanagan Training Rink,"5204 27 Ave, Vernon, BC ",ROOFTOP,50.257566,-119.3062439
https://vancouver.ca/parks-recreation-culture/douglas-park-community-centre.aspx,BC,Vancouver,Vancouver,Douglas Park Community Centre,"801 W 22nd Ave, Vancouver, BC",ROOFTOP,49.2522023,-123.1223905
https://vancouver.ca/parks-recreation-culture/douglas-park-community-centre.aspx,BC,Vancouver,Vancouver,Douglas Park Community Centre,"801 W 22nd Ave, Vancouver, BC",ROOFTOP,49.2522023,-123.1223905
https://vancouver.ca/parks-recreation-culture/douglas-park-community-centre.aspx,BC,Vancouver,Vancouver,Douglas Park Community Centre,"801 W 22nd Ave, Vancouver, BC",ROOFTOP,49.2522023,-123.1223905
https://vancouver.ca/parks-recreation-culture/kensington-community-centre.aspx,BC,Vancouver,Vancouver,Kensington Community Centre,"5175 Dumfries St, Vancouver, BC",ROOFTOP,49.2372265,-123.0747847
https://vancouver.ca/parks-recreation-culture/kensington-community-centre.aspx,BC,Vancouver,Vancouver,Kensington Community Centre,"5175 Dumfries St, Vancouver, BC",ROOFTOP,49.2372265,-123.0747847
https://vancouver.ca/parks-recreation-culture/kensington-community-centre.aspx,BC,Vancouver,Vancouver,Kensington Community Centre,"5175 Dumfries St, Vancouver, BC",ROOFTOP,49.2372265,-123.0747847
https://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx,BC,Vancouver,Vancouver,Kitsilano War Memorial Community Centre,"2690 Larch St, Vancouver, BC",ROOFTOP,49.2615316,-123.162041
https://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx,BC,Vancouver,Vancouver,Kitsilano War Memorial Community Centre,"2690 Larch St, Vancouver, BC",ROOFTOP,49.2615316,-123.162041
https://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx,BC,Vancouver,Vancouver,Kitsilano War Memorial Community Centre,"2690 Larch St, Vancouver, BC",ROOFTOP,49.2615316,-123.162041
