Facility_ID,Facility_Name,Facility_Type,Facility_Subtype,Indoor_Outdoor,Ownership_Type,Ownership_flag,address
4252,Toronto City Sports Centre,Physical Recreation & Sports,Sport fields,Indoor,Public,,"32 CURITY AVE, TORONTO, ON"
4253,Horner Avenue Seniors Centre,Leisure / Community Centres,General,Indoor,Public,,"320 HORNER AVE, TORONTO, ON"
4254,Bayview Arena,Leisure / Community Centres,General,Indoor,Public,,"3230 BAYVIEW AVE., TORONTO, ON"
4256,David Appleton Community Recreation,Leisure / Community Centres,General,Indoor,Public,,"33 PRITCHARD AVE, TORONTO, ON"
4257,Annette Community Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"333 ANNETTE ST, TORONTO, ON"
4261,Habitant Arena,Ice,Single surface,Indoor,Public,,"3383 WESTON RD, TORONTO, ON"
4262,Emery Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"3395 WESTON RD, TORONTO, ON"
4263,Larry Grossman Forest Hill Memorial Arena,Ice,2+ surfaces,Indoor,Public,,"340 CHAPLIN CRES, TORONTO, ON"
4264,Park Lawn Bubble Rink,Ice,Single surface,Indoor,Public,,"340 PARK LAWN RD, TORONTO, ON"
4265,CW Jefferys Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"340 SENTINEL RD, TORONTO, ON"
4266,Glen Long Community Centre,Leisure / Community Centres,General,Indoor,Public,,"35 GLEN LONG AVE, TORONTO, ON"
4269,Hilltop Community School,Leisure / Community Centres,General,Indoor,Public,,"35 TREHORNE DR, TORONTO, ON"
4272,Oakdale Community Centre,Leisure / Community Centres,General,Indoor,Public,,"350 GRANDRAVINE DR, TORONTO, ON"
4274,West Hill Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"350 MORNINGSIDE AVE, TORONTO, ON"
4276,College Street Community Centre,Leisure / Community Centres,General,Indoor,Public,,"36 MARGUERETTA ST, TORONTO, ON"
4277,Scarborough Village Recreation Centre,Ice,Single surface,Indoor,Public,,"3600 KINGSTON RD, TORONTO, ON"
4279,Stan Wadlow Clubhouse,Leisure / Community Centres,General,Indoor,Public,,"373 CEDARVALE AVE, TORONTO, ON"
4280,Aquatics Academy,Aquatics,25m pool with or without other pools,Indoor,Public,,"391 ST CLEMENTS AVE, TORONTO, ON"
4281,Etobicoke Civic Centre,Leisure / Community Centres,General,Indoor,Public,,"399 THE WEST MALL, TORONTO, ON"
4282,Baseline Sports,Physical Recreation & Sports,Other,Indoor,Public,,"4 ASHWARREN RD, TORONTO, ON"
4284,Mount Dennis Community Hall,Leisure / Community Centres,General,Indoor,Public,,"4 HOLLIS ST, TORONTO, ON"
4285,SEAL Swim Club,Aquatics,25m pool with or without other pools,Indoor,Public,,"40 FAIRFAX CRESCENT, TORONTO, ON"
4286,William H. Bolton Arena,Ice,Single surface,Indoor,Public,,"40 ROSSMORE RD, TORONTO, ON"
4287,Regent Park Community Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"402 SHUTER ST, TORONTO, ON"
4291,Ancaster Community Centre,Leisure / Community Centres,General,Indoor,Public,,"41 ANCASTER RD, TORONTO, ON"
4293,Lambton Arena,Ice,Single surface,Indoor,Public,,"4100 DUNDAS ST W, TORONTO, ON"
4294,Earl Bales Community Centre,Leisure / Community Centres,General,Indoor,Public,,"4169 BATHURST ST, TORONTO, ON"
4296,Milliken Park Community Recreation Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"4325 MCCOWAN RD, SCARBOROUGH, ON"
4300,Franklin Horner,Leisure / Community Centres,General,Indoor,Public,,"432 HORNER AVE, TORONTO, ON"
4301,Islington Community School,Leisure / Community Centres,General,Indoor,Public,,"44 CORDOVA AVE, TORONTO, ON"
4302,Memorial Pool and Health Club,Aquatics,25m pool with or without other pools,Indoor,Public,,"44 MONTGOMERY RD, TORONTO, ON"
4304,Driftwood Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"4401 JANE ST, TORONTO, ON"
4306,Phil White Arena,Ice,Single surface,Indoor,Public,,"443 ARLINGTON AVE, TORONTO, ON"
4309,The Elms Pool and Community School,Aquatics,25m pool with or without other pools,Indoor,Public,,"45 GOLFDOWN DR, TORONTO, ON"
4310,Goulding Community Centre,Ice,Single surface,Indoor,Public,,"45 GOULDING AVE, TORONTO, ON"
4313,Armenian Community Centre of Toronto,Leisure / Community Centres,General,Indoor,Public,,"45 HALLCROWN PL, TORONTO, ON"
4314,Brown Community Centre,Leisure / Community Centres,General,Indoor,Public,,"454 AVENUE RD, TORONTO, ON"
4316,Earl Beatty Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"455 GLEBEHOLME BLVD , TORONTO, ON"
4319,Prosserman JCC,Leisure / Community Centres,General,Indoor,Public,1,"4588 BATHURST ST, TORONTO, ON"
4321,Toronto Track And Field Centre,Leisure / Community Centres,General,Indoor,Public,,"4700 KEELE ST, TORONTO, ON"
4325,Jenner Jean-Marie Community Centre,Leisure / Community Centres,General,Indoor,Public,,"48 THORNCLIFFE PARK DR, TORONTO, ON"
4328,Indoor Cricket at Actionzone Indoor,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"480 TAPSCOTT ROAD, UNIT 3, TORONTO, ON"
4331,Bob Abate Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"485 MONTROSE AVE, TORONTO, ON"
4334,York Mills Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"490 YORK MILLS RD, TORONTO, ON"
4335,Wellesley Community Centre,Leisure / Community Centres,General,Indoor,Public,,"495 SHERBOURNE ST, TORONTO, ON"
4338,Islington Seniors' Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"4968 DUNDAS ST W, TORONTO, ON"
4339,Lawrence Heights Community Centre,Leisure / Community Centres,General,Indoor,Public,,"5 REPLIN RD, TORONTO, ON"
4342,Falstaff Community Centre,Leisure / Community Centres,General,Indoor,Public,,"50 FALSTAFF AVE, TORONTO, ON"
4345,Central Arena,Ice,Single surface,Indoor,Public,,"50 MONTGOMERY RD, TORONTO, ON"
4346,George Chuvalo Community Centre,Leisure / Community Centres,General,Indoor,Public,,"50 SOUSA MENDES ST, TORONTO, ON"
4347,Douglas Snow Aquatic Centre,Aquatics,50m+ pool with or without other pools,Indoor,Public,,"5100 YONGE ST, TORONTO, ON"
4348,North York Civic Centre,Leisure / Community Centres,General,Indoor,Public,,"5100 YONGE ST., TORONTO, ON"
4349,The 519,Leisure / Community Centres,General,Indoor,Public,,"519 CHURCH ST, TORONTO, ON"
4351,Vaughan Road Academy,Aquatics,25m pool with or without other pools,Indoor,Public,,"529 VAUGHAN RD, TORONTO, ON"
4352,Working Women Community Centre,Leisure / Community Centres,General,Indoor,Public,,"533A GLADSTONE AVE, TORONTO, ON"
4353,Sir Oliver Mowat Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"5400 LAWRENCE AVE E, TORONTO, ON"
4354,Chabad Of Midtown Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"544 S. CLAIR AVE WEST, TORONTO, ON"
4355,Pleasantview Community Centre,Ice,Single surface,Indoor,Public,,"545 VAN HORNE AVE, TORONTO, ON"
4357,Port Union Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"5450 LAWRENCE AVE E, TORONTO, ON"
4360,Parkway Forest Community Centre,Leisure / Community Centres,General,Indoor,Public,,"55 FOREST MANOR RD, TORONTO, ON"
4373,Northview Heights Secondary School,Aquatics,25m pool with or without other pools,Indoor,Public,,"550 FINCH AVE W, TORONTO, ON"
4375,Cedarbrae Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"550 MARKHAM RD, TORONTO, ON"
4376,Arab Community Centre,Leisure / Community Centres,General,Indoor,Public,,"555 BURNHAMTHORPE RD #209, TORONTO, ON"
4377,S.H. Armstrong Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"56 WOODFIELD RD, TORONTO, ON"
4381,Runnymede Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"569 JANE ST, TORONTO, ON"
4382,Cecil Community Centre,Leisure / Community Centres,General,Indoor,Public,,"58 CECIL STREET, TORONTO, ON"
4383,Herbert H. Carnegie Centennial Centre,Ice,Single surface,Indoor,Public,,"580 FINCH AVE. W, TORONTO, ON"
4385,Etobicoke Olympium,Aquatics,25m pool with or without other pools,Indoor,Public,,"590 RATHBURN RD, TORONTO, ON"
4389,Beaches Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"6 WILLIAMSON RD, TORONTO, ON"
4393,Camp Naorca / FVOEC,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"60 BLUE FOREST DR, NORTH YORK, ON"
4394,Applegrove Community Complex,Leisure / Community Centres,General,Indoor,Public,,"60 WOODFIELD RD, TORONTO, ON"
4395,Roding Community Centre,Ice,Single surface,Indoor,Public,,"600 RODING ST, TORONTO, ON"
4398,Cummer Park Community Centre,Ice,Single surface,Indoor,Public,,"6000 LESLIE ST, TORONTO, ON"
4403,Edgehill House,Leisure / Community Centres,General,Indoor,Public,,"61 EDGEHILL RD, TORONTO, ON"
4404,Oakridge Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"63 PHARMACY AVE, TORONTO, ON"
4406,Hollycrest Community School,Leisure / Community Centres,General,Indoor,Public,,"630 RENFORTH DR, TORONTO, ON"
4409,Felix's Swim Schools Downtown,Aquatics,25m pool with or without other pools,Indoor,Public,1,"64 BALDWIN ST , TORONTO, ON"
4410,Tall Pines Community Centre,Leisure / Community Centres,General,Indoor,Public,,"64 RYLANDER BLVD , TORONTO, ON"
4411,Pam McConnell Aquatic Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"640 DUNDAS ST E, TORONTO, ON"
4413,MLS Arena / Major League Sportsplex / Pure Sports Hockey,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"641 DANFORTH RD, TORONTO, ON"
4415,Toronto Rock Lacrosse Inc,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"643 YONGE ST, TORONTO, ON"
4416,St. James Cathedral Centre Event Venue,Leisure / Community Centres,General,Indoor,Public,,"65 CHURCH ST, TORONTO, ON"
4417,Power House Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"65 COLONEL SAMUEL SMITH PARK DR, TORONTO, ON"
4418,West Acres Senior Centre,Leisure / Community Centres,General,Indoor,Public,,"65 HINTON RD, TORONTO, ON"
4420,Mary McCormick Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"66 SHERIDAN AVE, TORONTO, ON"
4424,Cadence House,Leisure / Community Centres,General,Indoor,Public,,"702 OSSINGTON AVE, TORONTO, ON"
4425,Scadding Court Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"707 DUNDAS ST W, TORONTO, ON"
4428,Park Lawn Community School,Leisure / Community Centres,General,Indoor,Public,,"71 BALLACAINE DR, TORONTO, ON"
4429,WoodGreen Community Services,Leisure / Community Centres,General,Indoor,Public,,"721 BROADVIEW AVE, TORONTO, ON"
4430,Central Tech Stadium,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"725 BATHURST ST, TORONTO, ON"
4431,Tam Heather Curling And Tennis Club,Leisure / Community Centres,General,Indoor,Public,,"730 MILITARY TRL, TORONTO, ON"
4434,Warden Woods Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"74 FIRVALLEY CT, TORONTO, ON"
4436,North Beach Indoor Volleyball Academy,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"74 RAILSIDE RD, TORONTO, ON"
4437,Eritrean Canadian Community Centre,Leisure / Community Centres,General,Indoor,Public,,"741 BROADVIEW AVE, TORONTO, ON"
4438,Club Kidnasium,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"745 MT PLEASANT RD 2ND FLOOR, TORONTO, ON"
4439,Long Branch Arena,Ice,Single surface,Indoor,Public,,"75 ARCADIAN CIR, TORONTO, ON"
4441,Scarborough Gardens Arena,Ice,Single surface,Indoor,Public,,"75 BIRCHMOUNT RD, TORONTO, ON"
4442,The Hangar,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"75 CARL HALL RD, TORONTO, ON"
4443,Parkdale Community Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"75 LANSDOWNE AVE, TORONTO, ON"
4446,Miles Nadal Jewish Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"750 SPADINA AVE, TORONTO, ON"
4450,Skate Loft,Physical Recreation & Sports,Skate parks,Indoor,Public,1,"763 WARDEN AVENUE #5, TORONTO, ON"
4451,Ralph Thornton Community Centre,Leisure / Community Centres,General,Indoor,Public,,"765 QUEEN ST E, TORONTO, ON"
4452,Adam Beck Community Centre,Leisure / Community Centres,General,Indoor,Public,,"79 LAWLOR AVE, TORONTO, ON"
4454,Fairfield Seniors' Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"80 LOTHIAN AVE, TORONTO, ON"
4456,Bedford Park Community Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"81 RANLEIGH AVE, TORONTO, ON"
4459,Frankland Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"816 LOGAN AVE, TORONTO, ON"
4462,St.Alban's Boys and Girls Club,Leisure / Community Centres,Youth,Indoor,Public,,"843 PALMERSTON AVE, TORONTO, ON"
4466,Harwood Hall,Leisure / Community Centres,General,Indoor,Public,,"85 CAYUGA AVE, TORONTO, ON"
4467,Humberwood Community Centre,Leisure / Community Centres,General,Indoor,Public,,"850 HUMBERWOOD BLVD, TORONTO, ON"
4469,Eastview Neighborhood Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"86 BLAKE ST, TORONTO, ON"
4471,Jimmie Simpson Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"870 QUEEN ST E, TORONTO, ON"
4474,Toronto Pan Am Sports Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"875 MORNINGSIDE AVE, TORONTO, ON"
4478,East York Memorial Arena,Ice,Single surface,Indoor,Public,,"888 COSBURN AVE, TORONTO, ON"
4480,Mitchell Field Community Centre,Ice,Single surface,Indoor,Public,,"89 CHURCH AVE, TORONTO, ON"
4484,James S. Bell Community School,Leisure / Community Centres,General,Indoor,Public,,"90 THIRTY FIRST ST, TORONTO, ON"
4486,East York Curling Club,Leisure / Community Centres,General,Indoor,Public,,"901 COSBURN AVE, TORONTO, ON"
4488,Secord Community Centre,Leisure / Community Centres,General,Indoor,Public,,"91 BARRINGTON AVE, TORONTO, ON"
4490,Cedarbrook Community Centre,Leisure / Community Centres,General,Indoor,Public,,"91 EASTPARK BLVD, TORONTO, ON"
4491,Thistletown Community Centre,Leisure / Community Centres,General,Indoor,Public,,"925 ALBION RD, TORONTO, ON"
4493,Jack Goodlad Community Centre,Leisure / Community Centres,General,Indoor,Public,,"929 KENNEDY RD, TORONTO, ON"
4494,Birchmount Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"93 BIRCHMOUNT RD, TORONTO, ON"
4497,Yorkville Jewish Centre,Leisure / Community Centres,General,Indoor,Public,1,"94 AVENUE RD, TORONTO, ON"
4498,Chris Tonks Arena,Ice,Single surface,Indoor,Public,,"95 BLACK CREEK DR, TORONTO, ON"
4499,John English Community School,Leisure / Community Centres,General,Indoor,Public,,"95 MIMICO AVE, TORONTO, ON"
4500,Matty Eckler Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"953 GERRARD ST E, TORONTO, ON"
4504,Estonian House,Leisure / Community Centres,General,Indoor,Public,1,"958 BROADVIEW AVE, TORONTO, ON"
4505,Mississauga Valley Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1275 MISSISSAUGA VALLEY BOULEVARD, MISSISSAUGA, ON"
4510,Cawthra Park Secondary School Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"1305 CAWTHRA ROAD, MISSISSAUGA, ON"
4511,Mississauga Seniors’ Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"1389 CAWTHRA ROAD, MISSISSAUGA, ON"
4512,Carmen Corbasson Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1399 CAWTHRA ROAD, MISSISSAUGA, ON"
4518,Burnhamthorpe Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1500 GULLEDEN DRIVE, MISSISSAUGA, ON"
4523,Clarke Memorial Hall,Leisure / Community Centres,General,Indoor,Public,,"161 LAKESHORE RD W, MISSISSAUGA, ON"
4524,Erindale Community Hall,Leisure / Community Centres,General,Indoor,Public,,"1620 DUNDAS ST W, MISSISSAUGA, ON"
4525,The Mississaugua Golf and Country Club,Ice,Curling,Indoor,Public,1,"1725 MISSISSAUGA RD, MISSISSAUGA, ON"
4526,"Recreation, Athletics and Wellness Centre (RAWC)",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1825 OUTER CIRCLE, MISSISSAUGA, ON"
4529,Aqua-Tots Swim Schools Mississauga,Aquatics,25m pool with or without other pools,Indoor,Public,1,"1970 DUNDAS ST E #6, MISSISSAUGA, ON"
4530,Meadowvale Four Rinks,Leisure / Community Centres,General,Indoor,Public,,"2160 TORQUAY MEWS, MISSISSAUGA, ON"
4532,The Little Gym of Mississauga,Leisure / Community Centres,Youth,Indoor,Public,1,"2200 DUNDAS ST E UNIT 6, MISSISSAUGA, ON"
4534,South Common Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2233 SOUTH MILLWAY, MISSISSAUGA, ON"
4540,Clarkson Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2475 TRUSCOTT DRIVE, MISSISSAUGA, ON"
4547,Erin Meadows Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2800 ERIN CENTRE BOULEVARD, MISSISSAUGA, ON"
4551,Ontario Racquet Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Public,1,"884 SOUTHDOWN RD, MISSISSAUGA, ON"
4552,Civic Fitness Centre,Leisure / Community Centres,General,Indoor,Public,,"300 CITY CENTRE DRIVE, MISSISSAUGA, ON"
4555,Dixie Curling Club,Ice,Curling,Indoor,Public,1,"3071 PALSTAN RD, MISSISSAUGA, ON"
4556,Frank McKechnie Community Centre,Leisure / Community Centres,General,Indoor,Public,,"310 BRISTOL ROAD EAST, MISSISSAUGA, ON"
4562,Canadian Ice Academy,Ice,2+ surfaces,Indoor,Public,1,"3111 UNIVERSAL DR, MISSISSAUGA, ON"
4563,Erin Mills Soccer Club,Leisure / Community Centres,General,Indoor,Public,1,"3135 UNITY DR #3, MISSISSAUGA, ON"
4564,ERIN MILLS TWIN ARENA,Leisure / Community Centres,General,Indoor,Public,,"3205 UNITY DR, MISSISSAUGA, ON"
4566,Mississauga YMCA,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"325 BURNHAMTHORPE RD W, MISSISSAUGA, ON"
4570,Bounce N Play Indoor Playground,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"3250 RIDGEWAY DR, MISSISSAUGA, ON"
4571,Streetsville Arena,Leisure / Community Centres,General,Indoor,Public,,"335 CHURCH ST, MISSISSAUGA, ON"
4573,Mississauga Recreation and Wellness Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"3359 MISSISSAUGA RD, MISSISSAUGA, ON"
4576,Canlan Sportsplex,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"3360 WOLFEDALE RD, MISSISSAUGA, ON"
4577,Paul Coffey Arena,Ice,Single surface,Indoor,Public,,"3430 DERRY ROAD EAST, MISSISSAUGA, ON"
4578,Malton Community Centre,Leisure / Community Centres,General,Indoor,Public,,"3540 MORNING STAR DRIVE, MISSISSAUGA, ON"
4584,Glenforest Secondary School Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"3575 FIELDGATE DRIVE, MISSISSAUGA, ON"
4585,Air Riderz Trampoline Park,Physical Recreation & Sports,Playgrounds ,Indoor,Public,1,"3600 RIDGEWAY DRIVE UNITS 4 & 5, MISSISSAUGA, ON"
4586,Balls of Fun - Kids Indoor Playground,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"3615 LAIRD ROAD 15 & 16, MISSISSAUGA, ON"
4588,Active Adult Centre of Mississauga,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"377 BURNHAMTHORPE RD E SUITE 116, MISSISSAUGA, ON"
4592,Churchill Meadows Activity Centre,Leisure / Community Centres,General,Indoor,Public,,"3801 THOMAS STREET, MISSISSAUGA, ON"
4594,Port Credit Memorial Arena,Ice,Single surface,Indoor,Public,,"40 STAVEBANK ROAD NORTH, MISSISSAUGA, ON"
4595,Tomken Twin Arena,Ice,2+ surfaces,Indoor,Public,,"4495 TOMKEN ROAD, MISSISSAUGA, ON"
4596,Kidsports Indoor Playground,Leisure / Community Centres,General,Indoor,Public,1,"4500 DIXIE RD, MISSISSAUGA, ON"
4597,Northstar Aquatics,Aquatics,25m pool with or without other pools,Indoor,Public,1,"4900 TOMKEN RD, MISSISSAUGA, ON"
