Facility_ID,Facility_Name,STC Standard Civic Address
4643,Aerosports Trampoline Parks Brampton,"100 WESTCREEK BLVD, BRAMPTON, ON"
4644,GORE MEADOWS COMMUNITY CENTRE AND LIBRARY,"10150 THE GORE ROAD, BRAMPTON, ON"
4650,CASSIE CAMPBELL COMMUNITY CENTRE,"1050 SANDALWOOD PARKWAY WEST, BRAMPTON, ON"
4656,GREENBRIAR RECREATION CENTRE,"1100 CENTRAL PARK DRIVE, BRAMPTON, ON"
4658,Snelgrove Community Centre,"11692 HURONTARIO ST, BRAMPTON, ON"
4659,CHRIS GIBSON RECREATION CENTRE,"125 MCLAUGHLIN ROAD, BRAMPTON, ON"
4663,TERRY MILLER RECREATION CENTRE,"1295 WILLIAMS PARKWAY, BRAMPTON, ON"
4665,BRAMPTON SOCCER CENTRE,"1495 SANDALWOOD PARKWAY EAST, BRAMPTON, ON"
4668,HOWDEN RECREATION CENTRE,"150 HOWDEN BOULEVARD, BRAMPTON, ON"
4670,Grace Place,"156 MAIN ST N, BRAMPTON, ON"
4671,Ahmadiyya Community Centre,"160 MAIN ST S UNIT 115, BRAMPTON, ON"
4672,PROFESSOR'S LAKE RECREATION CENTRE,"1660 NORTH PARK DRIVE, BRAMPTON, ON"
4673,More Fun With Bounce,"8-170 BOVAIRD DR W, BRAMPTON, ON"
4674,Norton Place Park Community Centre,"170 CLARK BLVD, BRAMPTON, ON"
4675,Brampton Multicultural Community Centre,"197 COUNTY CT BLVD SUITE 303, BRAMPTON, ON"
4676,KNIGHTSBRIDGE SENIOR CENTRE,"1A KNIGHTSBRIDGE ROAD, BRAMPTON, ON"
4679,BALMORAL RECREATION CENTRE,"225 BALMORAL DRIVE, BRAMPTON, ON"
4680,Amazing Adventures Indoor Playground,"2885 ARGENTIA RD UNIT 3, BRAMPTON, ON"
4681,Peel Village Golf Club,"29 A HARTFORD TRAIL, BRAMPTON, ON"
4682,JIM ARCHDEKIN RECREATION CENTRE,"292 CONESTOGA DRIVE, BRAMPTON, ON"
4686,LOAFER'S LAKE RECREATION CENTRE,"30 LOAFER'S LAKE LANE, BRAMPTON, ON"
4690,Polkadots Playland,"305 ROYAL W DR, BRAMPTON, ON"
4692,CENTURY GARDENS RECREATION CENTRE,"340 VODDEN STREET EAST, BRAMPTON, ON"
4696,Kidnetix Edu-Play Centre,"15-35 VAN KIRK DR, BRAMPTON, ON"
4697,Creditview/ Sandalwood Sportsfields,"10530 CREDITVIEW RD, BRAMPTON, ON"
4698,KEN GILES RECREATION CENTRE,"370 BARTLEY BULL PARKWAY, BRAMPTON, ON"
4700,EARNSCLIFFE RECREATION CENTRE,"44 EASTBOURNE DRIVE, BRAMPTON, ON"
4704,Bramalea Lions Hall,"45 AVONDALE BLVD, BRAMPTON, ON"
4705,Brampton Curling Club,"46 MCMURCHY AV S, BRAMPTON, ON"
4707,Nisbat-e-Rasooli Islamic Centre,"50 BELGIUM CRES, BRAMPTON, ON"
4708,Kiddyland,"50 KENNEDY RD S, BRAMPTON, ON"
4709,SOUTH FLETCHER'S SPORTSPLEX,"500 RAY LAWSON BOULEVARD, BRAMPTON, ON"
4715,Hedgedale Community Centre,"55 HEDGEDALE RD, BRAMPTON, ON"
4718,FLOWER CITY SENIORS CENTRE,"8870 MCLAUGHLIN ROAD, BRAMPTON, ON"
4720,CHINGUACOUSY PARK,"9050 BRAMALEA ROAD, BRAMPTON, ON"
4723,ELLEN MITCHELL RECREATION CENTRE,"922 NORTH PARK DRIVE, BRAMPTON, ON"
4726,CHINGUACOUSY WELLNESS CENTRE,"995 PETER ROBERTSON BOULEVARD, BRAMPTON, ON"
4730,105 Gibson Centre,"105 GIBSON DR, MARKHAM, ON"
4733,Rouge River Community Centre,"2-120 ROUGE BANK DRIVE, MARKHAM, ON"
4734,Joyride 150 Indoor Bike Park,"150 BULLOCK DR, MARKHAM, ON"
4735,Olympian Swimming Bullock,"150 BULLOCK DR, MARKHAM, ON"
4737,Markham Pan Am Centre,"16 MAIN STREET UNIONVILLE, MARKHAM, ON"
4741,Crosby Community Centre,"210 MAIN STREET, MARKHAM, ON"
4743,Markham Village Train Station Community Centre,"214 MAIN ST N, MARKHAM, ON"
4744,Markham Seniors Activity Centre,"22 WATER ST, MARKHAM, ON"
4747,R.J. Clatworthy Arena,"2400 JOHN STREET, MARKHAM, ON"
4749,Armadale Community Centre,"2401 DENISON STREET, MARKHAM, ON"
4751,Dorcas Centre,"2667 BUR OAK AVE, MARKHAM, ON"
4752,K.C.Badminton Club,"3-2680 14TH AVE, MARKHAM, ON"
4753,Cornell Community Centre,"3201 BUR OAK AVENUE, MARKHAM, ON"
4761,Ismaili Community Center And Jamatkhana - Unionville,"350 APPLE CREEK BLVD, MARKHAM, ON"
4762,Angus Glen Tennis Centre,"3970 MAJOR MACKENZIE DRIVE EAST, MARKHAM, ON"
4764,Angus Glen Community Centre,"3990 MAJOR MACKENZIE DRIVE EAST, MARKHAM, ON"
4770,Markham Dolphin Aquatics,"4 JOHN DEXTER PL, MARKHAM, ON"
4771,Mount Joy Community Centre,"6140 16TH AVENUE, MARKHAM, ON"
4772,Everyday Badminton and Table Tennis Club,"1-480 HOOD RD, MARKHAM, ON"
4773,Markham Sports Dome Inc,"5300 14TH AVE, MARKHAM, ON"
4774,AANIIN COMMUNITY CENTRE,"5665 14TH AVENUE, MARKHAM, ON"
4781,YMCA of Greater Toronto,"60 CENTURIAN DR, MARKHAM, ON"
4785,Markham Village Community Centre,"6041 HIGHWAY 7, MARKHAM, ON"
4789,Unionville Train Station Community Centre,"7 STATION LN, MARKHAM, ON"
4790,Milliken Mills Community Centre,"7600 KENNEDY ROAD, MARKHAM, ON"
4795,Box Grove Community Centre,"7651 NINTH LINE, MARKHAM, ON"
4796,Cedar Grove Community Centre,"7667 14TH AVE, MARKHAM, ON"
4797,Thornhill Community Centre,"7755 BAYVIEW AVENUE, MARKHAM, ON"
4804,RW Badminton,"7880 WOODBINE AVE UNIT D, MARKHAM, ON"
4805,Lee's Badminton Training Centre,"80 CENTURIAN DR, MARKHAM, ON"
4806,Thornlea Pool,"8075 BAYVIEW AVENUE, MARKHAM, ON"
4817,Buttonville Women's Institute Community Hall,"8931 WOODBINE AVE, MARKHAM, ON"
4818,Vellore Village Community Centre,"1 VILLA ROYALE AVENUE, VAUGHAN, ON"
4823,Rosemount Community Centre,"1000 NEW WESTMINSTER DRIVE, VAUGHAN, ON"
4826,Fuerza Latina,"10190 KEELE ST, VAUGHAN, ON"
4829,Maple Community Centre,"10190 KEELE STREET, VAUGHAN, ON"
4833,Tahir Hall Community Centre,"10610 JANE ST, VAUGHAN, ON"
4835,Heintzman House,"135 BAY THORN DR, VAUGHAN, ON"
4836,Dufferin Clark Community Centre,"1441 CLARK AVE. W, VAUGHAN, ON"
4840,Albion & Bolton Community Centre,"150 QUEEN ST S, VAUGHAN, ON"
4843,Cyrus Foundation,"160 DUDLEY AVE, VAUGHAN, ON"
4845,Catholic Community Svc of York,"290 YORK HILL BLVD, VAUGHAN, ON"
4847,North Thornhill Community Centre,"300 PLEASANT RIDGE AVENUE, VAUGHAN, ON"
4852,Vaughan Islamic Community Centre,"3175 RUTHERFORD RD, VAUGHAN, ON"
4853,WonderKids Gymnastics Centre,"9-34 DONCASTER AVE, VAUGHAN, ON"
4854,Chancellor Community Centre,"350 ANSLEY GROVE ROAD, VAUGHAN, ON"
4858,Canorient Christian Association,"40 HANLAN RD, VAUGHAN, ON"
4859,Garnet A. Williams Community Centre,"501 CLARK AVENUE WEST, VAUGHAN, ON"
4866,Woodbridge Pool & Memorial Arena,"5020 HIGHWAY 7, VAUGHAN, ON"
4870,Air Riderz Adventure Park Vaughan,"3-570 APPLEWOOD CRESCENT, VAUGHAN, ON"
4871,Chabad Lubavitch Mikvah,"770 CHABAD GATE, VAUGHAN, ON"
4873,Beth Chabad Israeli Community,"7770 BATHURST ST, VAUGHAN, ON"
4874,Patricia Kemp Community Centre,"7894 DUFFERIN ST, VAUGHAN, ON"
4875,St. Robert Soccer Dome,"8101 LESLIE ST, MARKHAM, ON"
4876,Father E. Bulfon Community Centre,"8141 MARTIN GROVE ROAD, VAUGHAN, ON"
4882,Jaffari Community Centre,"9000 BATHURST ST, VAUGHAN, ON"
4883,Yes!School,"8-9000 KEELE ST, VAUGHAN, ON"
4884,Al Palladini Community Centre,"9201 ISLINGTON AVENUE, VAUGHAN, ON"
4891,Reena - Toby and Harry Battle Developmental Centre,"927 CLARK AVE, VAUGHAN, ON"
4892,Joseph & Wolf Lebovic Jewish Community Campus,"9600 BATHURST ST, VAUGHAN, ON"
4895,Richmond Green Sports Dome,"1300 ELGIN MILLS RD. E, RICHMOND HILL, ON"
4896,McConaghy Centre,"10100 YONGE STREET, RICHMOND HILL, ON"
4899,Rouge Woods Community Centre,"110 SHIRLEY DRIVE, RICHMOND HILL, ON"
4900,Rouge Woods Community Centre ,"110 SHIRLEY DRIVE, RICHMOND HILL, ON"
4902,Elgin West Community Centre and Pool,"11099 BATHURST STREET, RICHMOND HILL, ON"
4906,Bayview Hill Fitness,"114 SPADINA RD, RICHMOND HILL, ON"
4907,Bayview Hill Community Centre,"114 SPADINA ROAD, RICHMOND HILL, ON"
4912,Richmond Hill Curling Centre,"121 ELGIN MILLS RD E, RICHMOND HILL, ON"
4913,Oak Ridges Community Centre,"12895 BAYVIEW AVENUE, RICHMOND HILL, ON"
4917,Richmond Green Sports Centre and Park ,"1300 ELGIN MILLS RD E, RICHMOND HILL, ON"
4919,Tom Graham Arena Complex,"1300 ELGIN MILLS ROAD EAST, RICHMOND HILL, ON"
4920,Langstaff Community Centre,"155 RED MAPLE ROAD, RICHMOND HILL, ON"
4922,M & S Kidz Land Indoor Playground & Party Place,"1550 16TH AVE, RICHMOND HILL, ON"
4923,Richvale Community Centre and Pool,"160 AVENUE ROAD, RICHMOND HILL, ON"
4927,Centennial Pool,"161 NEWKIRK ROAD, RICHMOND HILL, ON"
4931,Play & Party Indoor Playground,"163 KING RD, RICHMOND HILL, ON"
4932,The Richmond Hill Heritage Centre,"19 CHURCH STREET NORTH, RICHMOND HILL, ON"
4933,KC Badminton Club Richmond Hill Campus,"3-30 VOGELL RD, RICHMOND HILL, ON"
4934,Ed Sackfield Arena and Fitness Centre,"311 VALLEYMEDE DRIVE, RICHMOND HILL, ON"
4937,Elvis Stojko Arena,"350 16TH AVENUE, RICHMOND HILL, ON"
4938,Explore Center Indoor Playground,"1-385 ENFORD RD, RICHMOND HILL, ON"
4939,Elgin Barrow Arena,"43 CHURCH STREET SOUTH, RICHMOND HILL, ON"
4940,The Wave Pool (Lois Hancey Aquatic Centre),"5 HOPKINS STREET, RICHMOND HILL, ON"
4942,Richmond Hill Soccer Club,"1370 ELGIN MILLS RD E, RICHMOND HILL, ON"
4943,Blackmore Tennis Club,"114 BLACKMORE AVE, RICHMOND HILL, ON"
4944,National Training Rinks,"650 EDWARD AVE, RICHMOND HILL, ON"
4945,Yonge North Recreation Centre,"66 BAIF BLVD, RICHMOND HILL, ON"
4948,Bond Lake Arena,"70 OLD COLONY ROAD, RICHMOND HILL, ON"
4950,Lake Wilcox Community Centre,"81 WILDWOOD AVENUE, RICHMOND HILL, ON"
4952,Iroquois Ridge,"1051 GLENASHTON DRIVE, OAKVILLE, ON"
4957,Nottinghill Youth Centre,"1131 NOTTINGHILL GATE, OAKVILLE ON"
4958,"Centennial Pool, Oakville","120 NAVY ST, OAKVILLE, ON"
4959,Trafalgar Park,"133 REBECCA STREET, OAKVILLE, ON"
4964,White Oaks Pool,"1330 MONTCLAIR DR, OAKVILLE, ON"
4965,Glen Abbey,"1415 THIRD LINE, OAKVILLE, ON"
4971,Pine Glen Soccer Centre,"1520 PINE GLEN RD, OAKVILLE, ON"
4972,Sir John Colborne Recreation Centre for Seniors,"1565 OLD LAKESHORE RD, OAKVILLE, ON"
4973,Joshua's Creek Arenas,"1663 NORTH SERVICE ROAD EAST, OAKVILLE, ON"
4974,Maple Grove Arena,"2237 DEVON RD, OAKVILLE, ON"
4975,Oakville Curling Club Ltd,"224 ALLAN ST, OAKVILLE, ON"
4976,Queen Elizabeth Park (QEPCCC),"2302 BRIDGE ROAD, OAKVILLE, ON"
4980,River Oaks Community Centre,"2400 SIXTH LINE, OAKVILLE, ON"
4986,Sixteen Mile Sports Complex,"3070 NEYAGAWA BOULEVARD, OAKVILLE, ON"
4988,St. Luke's Community Centre,"3114 DUNDAS ST W, OAKVILLE, ON"
4989,Kinoak Arena,"363 WARMINSTER DRIVE, OAKVILLE, ON"
4990,Kidsopolis,"15-407 SPEERS RD, OAKVILLE, ON"
4991,YMCA of Oakville,"410 REBECCA ST, OAKVILLE, ON"
4997,Joshua Creek Tennis,"1330 BURNHAMTHORPE RD E, OAKVILLE, ON"
4998,Village Arena,"100 CHURCH STREET NORTH, AJAX, ON"
4999,Hartrick House,"120 ROBERSON DRIVE, AJAX, ON"
5000,Audley Recreation Centre,"1955 AUDLEY ROAD NORTH, AJAX, ON"
5005,Annandale Golf and Curling Club,"221 CHURCH ST S, AJAX, ON"
5006,Endless Fun,"14-400 MONARCH AVE, AJAX, ON"
5007,Quaker Meeting House,"457 KINGSTON ROAD WEST, AJAX, ON"
5008,St. Andrew's Community Centre,"46 EXETER ROAD, AJAX, ON"
5009,Ajax Community Centre,"75 CENTENNIAL ROAD, AJAX, ON"
5015,"St. Francis Centre for Community, Arts & Culture","78 CHURCH STREET SOUTH, AJAX, ON"
5016,The Waypoint,"90 OLD KINGSTON RD, AJAX, ON"
5017,McLean Community Centre,"95 MAGILL DRIVE, AJAX, ON"
5022,MILTON LEISURE CENTRE FITNESS CENTRE,"1100 MAIN STREET E, MILTON, ON"
5024,MILTON LEISURE CENTRE GYM,"1100 MAIN STREET E, MILTON, ON"
5026,MILTON LEISURE CENTRE LAP POOL,"1100 MAIN STREET E, MILTON, ON"
5027,MILTON LEISURE CENTRE PLAY POOL,"1100 MAIN STREET E, MILTON, ON"
5028,Milton Indoor Turf Centre,"1145 BRONTE ST S, MILTON, ON"
5029,HUGH FOSTER HALL,"141 KING STREET, MILTON, ON"
5030,Town Hall,"150 MARY STREET, MILTON, ON"
5031,Kidz Korner,"150 NIPISSING RD, MILTON, ON"
5032,NASSAGAWEYA COMMUNITY CENTRE,"2005 CAMERON DRIVE, MILTON, ON"
5033,Mattamy National Cycling Centre,"2015 PAN AM BLVD, MILTON, ON"
5035,MATTAMY NATIONAL CYCLING CENTRE FITNESS CENTRE,"2015 PAN AM BOULEVARD, MILTON, ON"
5036,MATTAMY NATIONAL CYCLING CENTRE GYM 1,"2015 PAN AM BOULEVARD, MILTON, ON"
5038,JOHN TONELLI SPORTS CENTRE ARENA,"217 LAURIER AVENUE, MILTON, ON"
5039,Epic Play Zone,"290 BRONTE ST S, MILTON, ON"
5040,MILTON SENIORS' ACTIVITY CENTRE AUDITORIUM,"500 CHILDS DR, MILTON, ON"
5041,Cirque du Play Kids Indoor playground,"525 MAIN ST E, MILTON, ON"
5042,MILTON SPORTS CENTRE FITNESS STUDIO,"605 SANTA MARIA BOULEVARD, MILTON, ON"
5043,MILTON SPORTS CENTRE GYM #1,"605 SANTA MARIA BOULEVARD, MILTON, ON"
5044,MILTON SPORTS CENTRE PLAY POOL,"605 SANTA MARIA BOULEVARD, MILTON, ON"
5045,MILTON SPORTS CENTRE LAP POOL,"605 SANTA MARIA BOULEVARD, MILTON, ON"
5046,MILTON SPORTS CENTRE RINK A/B/C/D,"605 SANTA MARIA BOULEVARD, MILTON, ON"
5047,SHERWOOD COMMUNITY CENTRE FITNESS CENTRE,"6355 MAIN ST W, MILTON, ON"
5049,SHERWOOD COMMUNITY CENTRE LAP POOL,"6355 MAIN ST W, MILTON, ON"
5051,SHERWOOD COMMUNITY CENTRE RINK 1/2,"6355 MAIN ST W, MILTON, ON"
5052,Milton Curling Club,"65 MILLSIDE DRIVE, MILTON, ON"
5053,Skedaddle Kids Indoor Play Centre,"761 MAIN ST E, MILTON, ON"
5054,MILTON MEMORIAL ARENA,"77 THOMPSON ROAD, MILTON, ON"
5055,Islamic Community Centre of Milton,"8069 ESQUESING LINE, MILTON, ON"
5056,Eazy-Peazy,"1-8750 REGIONAL RD 25, MILTON, ON"
5057,Nassagaweya Tennis Centre & Community Hall,"9267 GUELPH LINE, CAMPBELLVILLE, ON"
5058,West Shore Community Centre,"1015 BAYLY ST, PICKERING, ON"
5059,TreeHouse ClubHouse,"1095 KINGSTON RD, PICKERING, ON"
5060,Ontario Curling Association,"10-1400 BAYLY ST, PICKERING, ON"
5061,The Fun Factory Indoor Playground And Party Centre,"15-1420 BAYLY ST, PICKERING, ON"
5062,Melati Mas Sports,"1420 BAYLY ST UNIT 8, PICKERING, ON"
5064,Enchanted Castle Inc.,"16-1755 PLUMMER ST, PICKERING, ON"
5065,Chestnut Hill Developments Recreation Complex,"1867 VALLEY FARM RD, PICKERING, ON"
5071,123 Party & Bounce Inc.,"266-1885 CLEMENTS RD, PICKERING, ON"
5072,Pickering Soccer Centre,"1975 CLEMENTS RD, PICKERING, ON"
5073,Pickering Museum Village,"2365 CONCESSION RD 6, GREENWOOD, ON"
5074,Brougham Hall Community Centre,"3545 MOWBRAY ST, BROUGHAM, ON"
5075,Greenwood Community Centre  ,"3551 GREENWOOD RD, GREENWOOD, ON"
5076,Whitevale Community Centre ,"475 WHITEVALE RD, WHITEVALE, ON"
5077,Mount Zion Community Centre,"4230 SALEM RD, PICKERING, ON"
5078,George Ashe Library & Community Centre,"470 KINGSTON RD, PICKERING, ON"
5079,Whitevale Community Centre,"475 WHITEVALE RD, PICKERING, ON"
5080,Dr.Nelson F. Tomlinson Community Centre,"4941 OLD BROCK RD, PICKERING, ON"
5081,Green River Community Centre,"190 ON-7, LOCUST HILL, ON"
5082,Dunbarton Indoor Pool,"655 SHEPPARD AVE, PICKERING, ON"
5083,East Shore Community Centre,"910 LIVERPOOL RD, PICKERING, ON"
5084,Don Beer Arena,"940 DILLINGHAM RD, PICKERING, ON"
5085,Fantasy Fun Place,"955 BROCK ROAD SOUTH UNIT 3, PICKERING, ON"
5086,Ray Twinney Recreation Complex,"100 EAGLE STREET WEST, NEWMARKET, ON"
5089,Just Bounce Trampoline Club Newmarket,"1166 GORHAM ST UNIT 7, NEWMARKET, ON"
5090,Newmarket Community Centre and Lions Hall,"200 DOUG DUNCAN DRIVE, NEWMARKET, ON"
5091,Newmarket Curling Club,"220 MURIEL ST, NEWMARKET, ON"
5092,Hollingsworth Arena,"35 PATTERSON AVENUE, NEWMARKET, ON"
5093,Old Town Hall,"460 BOTSFORD STREET, NEWMARKET, ON"
5094,Newmarket Seniors' Meeting Place,"474 DAVIS DRIVE, NEWMARKET, ON"
5095,Newmarket Recreation Youth Centre & Sk8 Park,"56 CHARLES STREET, NEWMARKET, ON"
5099,The Funnery,"3-611 STEVEN CT, NEWMARKET, ON"
5100,Magna Centre,"800 MULOCK DRIVE, NEWMARKET, ON"
5107,Mayfield Recreation Complex,"12087 BRAMALEA ROAD, CALEDON, ON"
5110,Simply Play Kids,"12550 KENNEDY RD BUILDING A, CALEDON, ON"
5111,Caledon Centre for Recreation & Wellness,"14111 REGIONAL ROAD 50, CALEDON, ON"
5118,Cheltenham Community Room,"14190 CREDITVIEW ROAD, CALEDON, ON"
5119,Albion Bolton Community Centre,"150 QUEEN STREET SOUTH, CALEDON, ON"
5121,Lloyd Wilson Centennial Arena,"15551 MCLAUGHLIN ROAD, CALEDON, ON"
5125,Belfountain Community Hall,"17204 MAIN STREET, BELFOUNTAIN, ON"
5126,Caledon Village Place,"18313 HURONTARIO STREET, CALEDON, ON"
5127,Margaret Dunn Valleywood Library and Community Room,"20 SNELCREST DRIVE, CALEDON, ON"
5128,Palgrave Community Room,"200 PINE AVENUE, PALGRAVE, ON"
5129,Play Time Playground,"20 SIMONA DRIVE UNIT 3&4, CALEDON, ON"
5130,Alton Library and Community Room,"35 STATION STREET, CALEDON, ON"
5131,Victoria Parks Community Centre and Park,"35 VICTORIA CRESCENT, MONO MILLS, ON"
5132,Caledon East Community Complex,"6215 OLD CHURCH ROAD, CALEDON, ON"
5134,Rotary Place ,"7 ROTARIAN WAY, BOLTON, ON"
5135,Caledon Seniors' Centre,"7 ROTARIAN WAY, BOLTON, ON"
5136,"Hillsview Active Living Centre, Georgetown","318 GUELPH STREET EAST, HALTON HILLS, ON"
5137,Gellert Community Centre,"10241 EIGHTH LINE, HALTON HILLS, ON"
5139,Acton Lion's Indoor Pool,"69 ACTON BOULEVARD, HALTON HILLS, ON"
5143,Cedarvale Park Meeting Rooms,"181-185 MAIN ST. S, HALTON HILLS, ON"
5144,Mold-Masters SportsPlex,"221 GUELPH ST, HALTON HILLS, ON"
5146,"Acton Prospect Park Boathouse, Meeting Room","30 PARK AVE, ACTON, ON"
5147,Acton Arena and Community Centre,"415 QUEEN STREET EAST, HALTON HILLS, ON"
5149,Hillsview Active Living Centre Acton,"415 QUEEN STREET EAST, HALTON HILLS, ON"
5150,Halton Hills Youth Centres,"47 MILL ST E, ACTON, ON"
5151,Georgetown Indoor Pool,"70 GUELPH STREET, HALTON HILLS, ON"
5152,Halton Hills Cultural Centre,"9 CHURCH ST, HALTON HILLS, ON"
5154,Aurora Community Centre,"1 COMMUNITY CENTRE LN, AURORA, ON"
5156,Aurora Town Hall,"100 JOHN WEST WAY, AURORA, ON"
5157,Aurora Sports Dome,"115 INDUSTRIAL PKWY N, AURORA, ON"
5158,Aurora Family Leisure Complex,"135 INDUSTRIAL PKWY N, AURORA, ON"
5164,Stronach Aurora Recreation Complex,"1400 WELLINGTON ST EAST, AURORA, ON"
5168,KC Badminton Aurora-Newmarket Campus,"2-159 DON HILLOCK DR, AURORA, ON"
5169,Victoria Hall,"27 MOSLEY STREET , AURORA, ON"
5170,Aurora Seniors Centre,"90 JOH?N WEST WAY, AURORA, ON"
5171,Stouffville Clippers Sports Complex ,"120 WELDON ROAD, WHITCHURCH-STOUFFVILLE, ON"
5172,Stouffville Arena,"12483 NINTH LINE, WHITCHURCH-STOUFFVILLE, ON"
5173,Lemonville Community Centre,"13453 MCCOWAN RD, WHITCHURCH-STOUFFVILLE, ON"
5174,Whitchurch-Stouffville Museum & Community Centre,"14732 WOODBINE AVENUE, WHITCHURCH-STOUFFVILLE, ON"
5175,Whitchurch Stouffville Leisure Centre,"2 PARK DR, WHITCHURCH-STOUFFVILLE, ON"
5179,SoccerCity,"45 INNOVATOR AVENUE, WHITCHURCH-STOUFFVILLE, ON"
5181,Laugh Out Loud Kids Indoor Playground,"5-50 INNOVATOR AVE, WHITCHURCH-STOUFFVILLE, ON"
5182,Ballantrae Community Centre ,"5592 AURORA SIDEROAD, WHITCHURCH-STOUFFVILLE, ON"
5183,Stouffville 55+ Club,"6240 MAIN ST, WHITCHURCH-STOUFFVILLE, ON"
5184,Rumble Tumbles Indoor playground,"86 RINGWOOD DR, WHITCHURCH-STOUFFVILLE, ON"
5185,Club 55 Sutton,"1 MARKET ST., SUTTON, ON"
5186,Club 55 Keswick,"130 GWENDOLYN BLVD., KESWICK, ON"
5187,Sutton Curling Club,"15 FAIRPARK LN, GEORGINA, ON"
5188,De La Salle Chapel,"1940 METRO RD, GEORGINA, ON"
5189,The Link,"20849 DALTON ROAD, GEORGINA, ON"
5190,Udora Community Hall,"24 VICTORIA RD, GEORGINA, ON"
5191,Belhaven Hall,"25202 WARDEN AVE, GEORGINA, ON"
5192,The ROC Chalet,"26479 CIVIC CENTRE RD, KESWICK, ON"
5193,Georgina Pioneer Village & Archives,"26557 CIVIC CENTRE RD, GEORGINA, ON"
5194,Kin Community Hall,"3 FAIRPARK LANE, GEORGINA, ON"
5195,Port Bolster Community Hall,"31416 LAKERIDGE RD, GEORGINA, ON"
5196,Pefferlaw Lions Hall,"38 PETE S LANE, GEORGINA, ON"
5197,Sutton Arena Hall,"48 HAWKINS ST., GEORGINA, ON"
5199,Sutton Multi-Use Gymnasium,"5279 BLACK RIVER RD, SUTTON WEST, ON"
5200,Georgina Leisure Pool,"5279 BLACK RIVER ROAD, GEORGINA, ON"
5202,Egypt Community Hall,"6756 SMITH BLVD, GEORGINA, ON"
5203,Georgina Ice Palace,"90 WEXFORD DR, GEORGINA, ON"
5204,Georgina Ice Palace Hall,"90 WEXFORD DRIVE, GEORGINA, ON"
5205,Bradford Curling Club,"125 SIMCOE RD, BRADFORD WEST GWILLIMBURY, ON"
5206,Bradford & District Memorial Community Centre,"125 SIMCOE ROAD, BRADFORD WEST GWILLIMBURY, ON"
5207,Bradford Lions Building,"226 COLBORNE STREET, BRADFORD WEST GWILLIMBURY, ON"
5208,Bond Head Memorial Community Centre,"2892 COUNTY ROAD 27, BRADFORD WEST GWILLIMBURY, ON"
5209,Bob Fallis Sports Centre,"2961 SIDEROAD 10, BRADFORD WEST GWILLIMBURY, ON"
5210,Kidergy Indoor Playground,"389 DISSETTE ST UNIT 2, 3, 4, BRADFORD WEST GWILLIMBURY, ON"
5211,Newton Robinson Hall,"4380 LINE 10, BRADFORD WEST GWILLIMBURY, ON"
5212,BWG Leisure Centre,"471 WEST PARK AVE, BRADFORD WEST GWILLIMBURY, ON"
5218,Tottenham Community & Fitness Centre,"139 QUEEN STREET NORTH, TOTTENHAM, ON"
5222,Beeton Memorial Arena,"22 SECOND STREET, NEW TECUMSETH, ON"
5224,Alliston Memorial Arena,"49 NELSON ST. W, NEW TECUMSETH, ON"
5226,Alliston Curling Club,"52 ALBERT ST W, NEW TECUMSETH, ON"
5227,New Tecumseth Recreation Centre,"7300 INDUSTRIAL PARKWAY, NEW TECUMSETH, ON"
5234,LotsOfun,"1-10 CENTENNIAL RD, ORANGEVILLE, ON"
5235,Orangeville & District Seniors Centre,"26 BYTHIA ST, ORANGEVILLE, ON"
5236,Alder Street Community Center,"275 ALDER ST, ORANGEVILLE, ON"
5243,Edelbrock Centre,"30 CENTRE ST, ORANGEVILLE, ON"
5244,Tony Rose Memorial Sports Centre,"6 NORTHMEN WAY, ORANGEVILLE, ON"
5248,Jungle Oasis Playground,"2-695 RIDDELL RD, ORANGEVILLE, ON"
5249,Orangeville Curling Club,"76 FIFTH AV, ORANGEVILLE, ON"
5250,Cold Creek Conservation Area,"13125 11TH CONCESSION, NOBLETON, ON"
5251,Dr William Laceby Nobleton Community Centre and Arena,"15 OLD KING ROAD, KING, ON"
5253,Kettleby Pottageville Lions Community Hall,"15980 7TH CONCESSION RD, SCHOMBERG, ON"
5254,Nobleton Community Hall,"19 OLD KING RD, NOBLETON, ON"
5255,Trisan Centre​,"25 DILLANE DRIVE, KING, ON"
5260,SCHOMBERG 55+ CLUB,"25 DILLANE DRIVE, KING, ON"
5261,King City Community Centre and Arena,"25 DOCTORS LANE, KING, ON"
5263,King Township Municipal Centre,"2585 KING RD, KING CITY, ON"
5265,King Heritage & Cultural Centre,"2920 KING RD, KING CITY, ON"
5266,​​​​​​​​KING CITY SENIORS CENTRE,"30 FISHER STREET, KING, ON"
5268,Schomberg Community Hall,"325 MAIN ST, SCHOMBERG, ON"
5269,Pottageville Park Pavilion,"4380 18TH SIDE RD, KETTLEBY, ON"
5270,Harvest Hills Activity Centre,"145 HARVEST HILLS BLVD, EAST GWILLIMBURY, ON"
5272,East Gwillimbury Sports Complex,"1914 B MOUNT ALBERT RD, EAST GWILLIMBURY, ON"
5274,Ross Family Complex,"19300 CENTRE ST, EAST GWILLIMBURY, ON"
5276,Holland Landing Community Centre,"19513 YONGE ST, EAST GWILLIMBURY, ON"
5277,River Drive Park Community Centre,"20 OAK AV, EAST GWILLIMBURY, ON"
5278,North Union Community Centre,"2624 BOAG RD, EAST GWILLIMBURY, ON"
5279,Mount Albert Lion's Community Centre,"5057 MT ALBERT RD, EAST GWILLIMBURY, ON"
